,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,,Team,Start Date,End Date
1596,JC Buttler,5,,,,,,,,,,,,,England,2017-09-01,2017-10-01
1597,AD Hales,3,,,,,,,,,,,,,England,2017-09-01,2017-10-01
1598,EJG Morgan,5,,,,,,,,,,,,,England,2017-09-01,2017-10-01
1599,JJ Roy,2,,,,,,,,,,,,,England,2017-09-01,2017-10-01
1600,NM Coulter-Nile,5,5,49.0,0,251,10,3/44,25.1,5.12,29.4,0,0,,Australia,2017-09-01,2017-10-01
1601,KW Richardson,3,3,28.5,0,158,7,3/55,22.57,5.47,24.7,0,0,,Australia,2017-09-01,2017-10-01
1602,PJ Cummins,5,5,47.0,3,220,4,2/54,55.0,4.68,70.5,0,0,,Australia,2017-09-01,2017-10-01
1603,A Zampa,3,3,27.0,0,188,4,2/59,47.0,6.96,40.5,0,0,,Australia,2017-09-01,2017-10-01
1604,AC Agar,2,2,19.0,0,125,2,1/54,62.5,6.57,57.0,0,0,,Australia,2017-09-01,2017-10-01
1605,MP Stoinis,5,5,35.5,0,215,2,2/54,107.5,6.0,107.5,0,0,,Australia,2017-09-01,2017-10-01
1606,JP Faulkner,2,2,15.5,1,104,1,1/67,104.0,6.56,95.0,0,0,,Australia,2017-09-01,2017-10-01
1607,AJ Finch,3,2,3.1,0,18,0,,,5.68,,0,0,,Australia,2017-09-01,2017-10-01
1608,TM Head,5,3,14.0,0,87,0,,,6.21,,0,0,,Australia,2017-09-01,2017-10-01
1609,GJ Maxwell,3,1,1.0,0,2,0,,,2.0,,0,0,,Australia,2017-09-01,2017-10-01
1610,HWR Cartwright,2,,,,,,,,,,,,,Australia,2017-09-01,2017-10-01
1611,PSP Handscomb,3,,,,,,,,,,,,,Australia,2017-09-01,2017-10-01
1612,SPD Smith,5,,,,,,,,,,,,,Australia,2017-09-01,2017-10-01
1613,MS Wade,4,,,,,,,,,,,,,Australia,2017-09-01,2017-10-01
1614,DA Warner,5,,,,,,,,,,,,,Australia,2017-09-01,2017-10-01
1615,JJ Bumrah,4,4,39.0,4,192,8,3/47,24.0,4.92,29.2,0,0,,India,2017-10-01,2017-11-01
1616,B Kumar,4,4,38.0,0,233,6,3/45,38.83,6.13,38.0,0,0,,India,2017-10-01,2017-11-01
1617,YS Chahal,3,3,28.0,1,134,4,2/36,33.5,4.78,42.0,0,0,,India,2017-10-01,2017-11-01
1618,AR Patel,3,3,27.0,1,132,4,3/38,33.0,4.88,40.5,0,0,,India,2017-10-01,2017-11-01
1619,HH Pandya,4,4,21.0,0,130,3,1/14,43.33,6.19,42.0,0,0,,India,2017-10-01,2017-11-01
1620,KM Jadhav,4,3,26.0,0,133,1,1/48,133.0,5.11,156.0,0,0,,India,2017-10-01,2017-11-01
1621,Kuldeep Yadav,2,2,20.0,1,112,1,1/64,112.0,5.6,120.0,0,0,,India,2017-10-01,2017-11-01
1622,S Dhawan,3,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1623,MS Dhoni,4,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1624,KD Karthik,3,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1625,V Kohli,4,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1626,MK Pandey,1,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1627,AM Rahane,1,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1628,RG Sharma,4,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1629,Hasan Ali,5,5,43.0,2,158,14,5/34,11.28,3.67,18.4,0,1,,Pakistan,2017-10-01,2017-11-01
1630,Shadab Khan,5,5,39.0,2,163,10,3/47,16.3,4.17,23.4,0,0,,Pakistan,2017-10-01,2017-11-01
1631,Usman Shinwari,2,2,13.3,0,72,6,5/34,12.0,5.33,13.5,0,1,,Pakistan,2017-10-01,2017-11-01
1632,Rumman Raees,3,3,24.2,2,138,4,3/49,34.5,5.67,36.5,0,0,,Pakistan,2017-10-01,2017-11-01
1633,Junaid Khan,4,4,24.0,0,103,3,1/21,34.33,4.29,48.0,0,0,,Pakistan,2017-10-01,2017-11-01
1634,Mohammad Hafeez,5,5,38.3,3,125,3,1/24,41.66,3.24,77.0,0,0,,Pakistan,2017-10-01,2017-11-01
1635,Imad Wasim,4,4,16.0,1,43,2,2/13,21.5,2.68,48.0,0,0,,Pakistan,2017-10-01,2017-11-01
1636,Shoaib Malik,5,2,9.0,0,36,1,1/17,36.0,4.0,54.0,0,0,,Pakistan,2017-10-01,2017-11-01
1637,Faheem Ashraf,2,2,9.0,0,22,0,,,2.44,,0,0,,Pakistan,2017-10-01,2017-11-01
1638,Ahmed Shehzad,2,,,,,,,,,,,,,Pakistan,2017-10-01,2017-11-01
1639,Babar Azam,5,,,,,,,,,,,,,Pakistan,2017-10-01,2017-11-01
1640,Fakhar Zaman,5,,,,,,,,,,,,,Pakistan,2017-10-01,2017-11-01
1641,Imam-ul-Haq,3,,,,,,,,,,,,,Pakistan,2017-10-01,2017-11-01
1642,Sarfaraz Ahmed,5,,,,,,,,,,,,,Pakistan,2017-10-01,2017-11-01
1643,Rubel Hossain,3,3,26.0,0,174,5,4/62,34.8,6.69,31.2,1,0,,Bangladesh,2017-10-01,2017-11-01
1644,Mehidy Hasan Miraz,1,1,10.0,0,59,2,2/59,29.5,5.9,30.0,0,0,,Bangladesh,2017-10-01,2017-11-01
1645,Shakib Al Hasan,3,3,28.0,0,164,2,2/60,82.0,5.85,84.0,0,0,,Bangladesh,2017-10-01,2017-11-01
1646,Taskin Ahmed,3,3,24.0,0,198,2,2/66,99.0,8.25,72.0,0,0,,Bangladesh,2017-10-01,2017-11-01
1647,Mahmudullah,3,3,7.0,0,60,0,,,8.57,,0,0,,Bangladesh,2017-10-01,2017-11-01
1648,Mashrafe Mortaza,3,3,27.5,0,201,0,,,7.22,,0,0,,Bangladesh,2017-10-01,2017-11-01
1649,Mohammad Saifuddin,1,1,5.0,0,46,0,,,9.2,,0,0,,Bangladesh,2017-10-01,2017-11-01
1650,Nasir Hossain,2,2,13.0,0,78,0,,,6.0,,0,0,,Bangladesh,2017-10-01,2017-11-01
1651,Sabbir Rahman,3,2,2.0,0,19,0,,,9.5,,0,0,,Bangladesh,2017-10-01,2017-11-01
1652,Imrul Kayes,3,,,,,,,,,,,,,Bangladesh,2017-10-01,2017-11-01
1653,Litton Das,3,,,,,,,,,,,,,Bangladesh,2017-10-01,2017-11-01
1654,Mushfiqur Rahim,3,,,,,,,,,,,,,Bangladesh,2017-10-01,2017-11-01
1655,Soumya Sarkar,1,,,,,,,,,,,,,Bangladesh,2017-10-01,2017-11-01
1656,Tamim Iqbal,1,,,,,,,,,,,,,Bangladesh,2017-10-01,2017-11-01
1657,TG Southee,3,3,29.0,1,199,6,3/73,33.16,6.86,29.0,0,0,,New Zealand,2017-10-01,2017-11-01
1658,TA Boult,3,3,30.0,1,170,4,4/35,42.5,5.66,45.0,1,0,,New Zealand,2017-10-01,2017-11-01
1659,MJ Santner,3,3,30.0,0,137,4,2/58,34.25,4.56,45.0,0,0,,New Zealand,2017-10-01,2017-11-01
1660,AF Milne,3,3,27.0,1,147,3,2/64,49.0,5.44,54.0,0,0,,New Zealand,2017-10-01,2017-11-01
1661,C de Grandhomme,3,3,19.0,0,124,1,1/40,124.0,6.52,114.0,0,0,,New Zealand,2017-10-01,2017-11-01
1662,C Munro,3,3,11.0,0,60,0,,,5.45,,0,0,,New Zealand,2017-10-01,2017-11-01
1663,MJ Guptill,3,,,,,,,,,,,,,New Zealand,2017-10-01,2017-11-01
1664,TWM Latham,3,,,,,,,,,,,,,New Zealand,2017-10-01,2017-11-01
1665,HM Nicholls,3,,,,,,,,,,,,,New Zealand,2017-10-01,2017-11-01
1666,LRPL Taylor,3,,,,,,,,,,,,,New Zealand,2017-10-01,2017-11-01
1667,KS Williamson,3,,,,,,,,,,,,,New Zealand,2017-10-01,2017-11-01
1668,A Zampa,1,1,8.0,0,59,2,2/59,29.5,7.37,24.0,0,0,,Australia,2017-10-01,2017-11-01
1669,NM Coulter-Nile,1,1,9.0,0,42,1,1/42,42.0,4.66,54.0,0,0,,Australia,2017-10-01,2017-11-01
1670,PJ Cummins,1,1,7.0,1,29,0,,,4.14,,0,0,,Australia,2017-10-01,2017-11-01
1671,JP Faulkner,1,1,5.5,0,37,0,,,6.34,,0,0,,Australia,2017-10-01,2017-11-01
1672,AJ Finch,1,1,3.0,0,17,0,,,5.66,,0,0,,Australia,2017-10-01,2017-11-01
1673,TM Head,1,1,6.0,0,38,0,,,6.33,,0,0,,Australia,2017-10-01,2017-11-01
1674,MP Stoinis,1,1,4.0,0,20,0,,,5.0,,0,0,,Australia,2017-10-01,2017-11-01
1675,PSP Handscomb,1,,,,,,,,,,,,,Australia,2017-10-01,2017-11-01
1676,SPD Smith,1,,,,,,,,,,,,,Australia,2017-10-01,2017-11-01
1677,MS Wade,1,,,,,,,,,,,,,Australia,2017-10-01,2017-11-01
1678,DA Warner,1,,,,,,,,,,,,,Australia,2017-10-01,2017-11-01
1679,Imran Tahir,3,3,28.4,1,122,6,3/50,20.33,4.25,28.6,0,0,,South Africa,2017-10-01,2017-11-01
1680,AL Phehlukwayo,3,3,24.0,2,113,5,4/40,22.6,4.7,28.8,1,0,,South Africa,2017-10-01,2017-11-01
1681,K Rabada,3,3,27.0,3,116,5,4/43,23.2,4.29,32.4,1,0,,South Africa,2017-10-01,2017-11-01
1682,D Paterson,3,3,26.5,0,180,4,3/44,45.0,6.7,40.2,0,0,,South Africa,2017-10-01,2017-11-01
1683,D Pretorius,2,2,20.0,0,96,4,2/48,24.0,4.8,30.0,0,0,,South Africa,2017-10-01,2017-11-01
1684,AK Markram,1,1,3.0,0,18,2,2/18,9.0,6.0,9.0,0,0,,South Africa,2017-10-01,2017-11-01
1685,PWA Mulder,1,1,8.0,0,32,1,1/32,32.0,4.0,48.0,0,0,,South Africa,2017-10-01,2017-11-01
1686,JP Duminy,2,1,1.0,0,8,0,,,8.0,,0,0,,South Africa,2017-10-01,2017-11-01
1687,HM Amla,2,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1688,T Bavuma,1,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1689,F Behardien,2,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1690,Q de Kock,3,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1691,AB de Villiers,3,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1692,F du Plessis,3,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1693,DA Miller,1,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1694,YS Chahal,3,2,20.0,3,106,6,3/46,17.66,5.3,20.0,0,0,,India,2017-12-01,2018-01-01
1695,JJ Bumrah,3,3,25.0,2,114,4,2/43,28.5,4.56,37.5,0,0,,India,2017-12-01,2018-01-01
1696,HH Pandya,3,3,25.0,1,127,4,2/49,31.75,5.08,37.5,0,0,,India,2017-12-01,2018-01-01
1697,Kuldeep Yadav,2,1,10.0,0,42,3,3/42,14.0,4.2,20.0,0,0,,India,2017-12-01,2018-01-01
1698,B Kumar,3,3,24.3,1,117,3,1/35,39.0,4.77,49.0,0,0,,India,2017-12-01,2018-01-01
1699,Washington Sundar,1,1,10.0,0,65,1,1/65,65.0,6.5,60.0,0,0,,India,2017-12-01,2018-01-01
1700,SS Iyer,3,1,1.0,0,2,0,,,2.0,,0,0,,India,2017-12-01,2018-01-01
1701,S Dhawan,3,,,,,,,,,,,,,India,2017-12-01,2018-01-01
1702,MS Dhoni,3,,,,,,,,,,,,,India,2017-12-01,2018-01-01
1703,KD Karthik,3,,,,,,,,,,,,,India,2017-12-01,2018-01-01
1704,MK Pandey,3,,,,,,,,,,,,,India,2017-12-01,2018-01-01
1705,RG Sharma,3,,,,,,,,,,,,,India,2017-12-01,2018-01-01
1706,TA Boult,3,3,25.0,5,100,10,7/34,10.0,4.0,15.0,0,1,,New Zealand,2017-12-01,2018-01-01
1707,LH Ferguson,3,3,18.0,0,90,5,3/17,18.0,5.0,21.6,0,0,,New Zealand,2017-12-01,2018-01-01
1708,TD Astle,3,3,16.0,1,71,4,3/33,17.75,4.43,24.0,0,0,,New Zealand,2017-12-01,2018-01-01
1709,DAJ Bracewell,2,2,13.0,0,74,4,4/55,18.5,5.69,19.5,1,0,,New Zealand,2017-12-01,2018-01-01
1710,MJ Santner,1,1,5.0,0,15,3,3/15,5.0,3.0,10.0,0,0,,New Zealand,2017-12-01,2018-01-01
1711,MJ Henry,2,2,12.0,1,54,2,2/18,27.0,4.5,36.0,0,0,,New Zealand,2017-12-01,2018-01-01
1712,C Munro,3,1,2.0,0,8,0,,,4.0,,0,0,,New Zealand,2017-12-01,2018-01-01
1713,TG Southee,1,1,10.0,2,49,0,,,4.9,,0,0,,New Zealand,2017-12-01,2018-01-01
1714,NT Broom,2,,,,,,,,,,,,,New Zealand,2017-12-01,2018-01-01
1715,TWM Latham,3,,,,,,,,,,,,,New Zealand,2017-12-01,2018-01-01
1716,HM Nicholls,3,,,,,,,,,,,,,New Zealand,2017-12-01,2018-01-01
1717,LRPL Taylor,3,,,,,,,,,,,,,New Zealand,2017-12-01,2018-01-01
1718,KS Williamson,1,,,,,,,,,,,,,New Zealand,2017-12-01,2018-01-01
1719,GH Worker,3,,,,,,,,,,,,,New Zealand,2017-12-01,2018-01-01
1720,Mujeeb Ur Rahman,3,3,30.0,3,116,7,4/24,16.57,3.86,25.7,1,0,,Afghanistan,2017-12-01,2018-01-01
1721,Rashid Khan,3,3,25.4,1,85,7,3/28,12.14,3.31,22.0,0,0,,Afghanistan,2017-12-01,2018-01-01
1722,Mohammad Nabi,3,3,24.0,0,103,5,2/28,20.6,4.29,28.8,0,0,,Afghanistan,2017-12-01,2018-01-01
1723,Dawlat Zadran,2,2,16.0,3,78,4,2/13,19.5,4.87,24.0,0,0,,Afghanistan,2017-12-01,2018-01-01
1724,Gulbadin Naib,3,3,16.0,1,59,1,1/36,59.0,3.68,96.0,0,0,,Afghanistan,2017-12-01,2018-01-01
1725,Javed Ahmadi,3,1,1.0,0,7,0,,,7.0,,0,0,,Afghanistan,2017-12-01,2018-01-01
1726,Shapoor Zadran,1,1,7.0,0,71,0,,,10.14,,0,0,,Afghanistan,2017-12-01,2018-01-01
1727,Asghar Afghan,3,,,,,,,,,,,,,Afghanistan,2017-12-01,2018-01-01
1728,Ihsanullah,2,,,,,,,,,,,,,Afghanistan,2017-12-01,2018-01-01
1729,Nasir Jamal,3,,,,,,,,,,,,,Afghanistan,2017-12-01,2018-01-01
1730,Noor Ali Zadran,1,,,,,,,,,,,,,Afghanistan,2017-12-01,2018-01-01
1731,Rahmat Shah,3,,,,,,,,,,,,,Afghanistan,2017-12-01,2018-01-01
1732,Shafiqullah,3,,,,,,,,,,,,,Afghanistan,2017-12-01,2018-01-01
1733,Kuldeep Yadav,1,1,10.0,0,34,3,3/34,11.33,3.4,20.0,0,0,,India,2018-01-01,2018-02-01
1734,YS Chahal,1,1,10.0,0,45,2,2/45,22.5,4.5,30.0,0,0,,India,2018-01-01,2018-02-01
1735,JJ Bumrah,1,1,10.0,0,56,1,1/56,56.0,5.6,60.0,0,0,,India,2018-01-01,2018-02-01
1736,B Kumar,1,1,10.0,1,71,1,1/71,71.0,7.1,60.0,0,0,,India,2018-01-01,2018-02-01
1737,KM Jadhav,1,1,3.0,0,19,0,,,6.33,,0,0,,India,2018-01-01,2018-02-01
1738,HH Pandya,1,1,7.0,0,41,0,,,5.85,,0,0,,India,2018-01-01,2018-02-01
1739,S Dhawan,1,,,,,,,,,,,,,India,2018-01-01,2018-02-01
1740,MS Dhoni,1,,,,,,,,,,,,,India,2018-01-01,2018-02-01
1741,V Kohli,1,,,,,,,,,,,,,India,2018-01-01,2018-02-01
1742,AM Rahane,1,,,,,,,,,,,,,India,2018-01-01,2018-02-01
1743,RG Sharma,1,,,,,,,,,,,,,India,2018-01-01,2018-02-01
1744,Rumman Raees,5,5,43.5,0,282,8,3/51,35.25,6.43,32.8,0,0,,Pakistan,2018-01-01,2018-02-01
1745,Hasan Ali,4,4,33.5,0,217,6,3/59,36.16,6.41,33.8,0,0,,Pakistan,2018-01-01,2018-02-01
1746,Faheem Ashraf,5,5,35.0,1,199,5,2/49,39.8,5.68,42.0,0,0,,Pakistan,2018-01-01,2018-02-01
1747,Shadab Khan,5,5,43.0,0,206,5,3/42,41.2,4.79,51.6,0,0,,Pakistan,2018-01-01,2018-02-01
1748,Mohammad Amir,4,4,28.0,5,145,2,1/18,72.5,5.17,84.0,0,0,,Pakistan,2018-01-01,2018-02-01
1749,Aamer Yamin,1,1,9.0,0,65,1,1/65,65.0,7.22,54.0,0,0,,Pakistan,2018-01-01,2018-02-01
1750,Fakhar Zaman,4,1,3.0,0,19,1,1/19,19.0,6.33,18.0,0,0,,Pakistan,2018-01-01,2018-02-01
1751,Haris Sohail,2,1,6.0,0,29,1,1/29,29.0,4.83,36.0,0,0,,Pakistan,2018-01-01,2018-02-01
1752,Mohammad Nawaz (3),1,1,10.0,1,43,0,,,4.3,,0,0,,Pakistan,2018-01-01,2018-02-01
1753,Shoaib Malik,4,1,6.0,0,31,0,,,5.16,,0,0,,Pakistan,2018-01-01,2018-02-01
1754,Umar Amin,1,1,2.0,0,6,0,,,3.0,,0,0,,Pakistan,2018-01-01,2018-02-01
1755,Azhar Ali,3,,,,,,,,,,,,,Pakistan,2018-01-01,2018-02-01
1756,Babar Azam,5,,,,,,,,,,,,,Pakistan,2018-01-01,2018-02-01
1757,Imam-ul-Haq,1,,,,,,,,,,,,,Pakistan,2018-01-01,2018-02-01
1758,Mohammad Hafeez,5,,,,,,,,,,,,,Pakistan,2018-01-01,2018-02-01
1759,Sarfaraz Ahmed,5,,,,,,,,,,,,,Pakistan,2018-01-01,2018-02-01
1760,Rubel Hossain,5,4,25.2,1,108,9,4/46,12.0,4.26,16.8,1,0,,Bangladesh,2018-01-01,2018-02-01
1761,Shakib Al Hasan,5,5,33.0,3,154,9,3/34,17.11,4.66,22.0,0,0,,Bangladesh,2018-01-01,2018-02-01
1762,Mustafizur Rahman,5,5,33.2,4,108,7,2/16,15.42,3.24,28.5,0,0,,Bangladesh,2018-01-01,2018-02-01
1763,Mashrafe Mortaza,5,5,32.0,1,134,6,2/29,22.33,4.18,32.0,0,0,,Bangladesh,2018-01-01,2018-02-01
1764,Sunzamul Islam,2,2,20.0,0,57,3,2/28,19.0,2.85,40.0,0,0,,Bangladesh,2018-01-01,2018-02-01
1765,Mehidy Hasan Miraz,1,1,10.0,0,53,1,1/53,53.0,5.3,60.0,0,0,,Bangladesh,2018-01-01,2018-02-01
1766,Mohammad Saifuddin,2,2,6.0,0,29,1,1/15,29.0,4.83,36.0,0,0,,Bangladesh,2018-01-01,2018-02-01
1767,Nasir Hossain,4,3,12.0,0,54,1,1/20,54.0,4.5,72.0,0,0,,Bangladesh,2018-01-01,2018-02-01
1768,Abul Hasan,1,1,4.0,0,25,0,,,6.25,,0,0,,Bangladesh,2018-01-01,2018-02-01
1769,Mahmudullah,5,1,4.0,0,18,0,,,4.5,,0,0,,Bangladesh,2018-01-01,2018-02-01
1770,Anamul Haque,4,,,,,,,,,,,,,Bangladesh,2018-01-01,2018-02-01
1771,Mohammad Mithun,1,,,,,,,,,,,,,Bangladesh,2018-01-01,2018-02-01
1772,Mushfiqur Rahim,5,,,,,,,,,,,,,Bangladesh,2018-01-01,2018-02-01
1773,Sabbir Rahman,5,,,,,,,,,,,,,Bangladesh,2018-01-01,2018-02-01
1774,Tamim Iqbal,5,,,,,,,,,,,,,Bangladesh,2018-01-01,2018-02-01
1775,TA Boult,4,4,33.2,2,179,9,5/17,19.88,5.37,22.2,0,1,,New Zealand,2018-01-01,2018-02-01
1776,TG Southee,5,5,40.1,4,188,8,3/22,23.5,4.68,30.1,0,0,,New Zealand,2018-01-01,2018-02-01
1777,LH Ferguson,5,5,39.0,0,203,7,3/39,29.0,5.2,33.4,0,0,,New Zealand,2018-01-01,2018-02-01
1778,MJ Santner,5,4,36.0,2,156,5,3/40,31.2,4.33,43.2,0,0,,New Zealand,2018-01-01,2018-02-01
1779,MJ Henry,1,1,10.0,1,53,4,4/53,13.25,5.3,15.0,1,0,,New Zealand,2018-01-01,2018-02-01
1780,TD Astle,3,2,12.0,0,79,3,2/50,26.33,6.58,24.0,0,0,,New Zealand,2018-01-01,2018-02-01
1781,C Munro,5,3,13.0,1,41,2,2/10,20.5,3.15,39.0,0,0,,New Zealand,2018-01-01,2018-02-01
1782,KS Williamson,5,1,10.0,0,32,2,2/32,16.0,3.2,30.0,0,0,,New Zealand,2018-01-01,2018-02-01
1783,C de Grandhomme,2,2,13.0,0,64,1,1/48,64.0,4.92,78.0,0,0,,New Zealand,2018-01-01,2018-02-01
1784,MJ Guptill,5,,,,,,,,,,,,,New Zealand,2018-01-01,2018-02-01
1785,TWM Latham,5,,,,,,,,,,,,,New Zealand,2018-01-01,2018-02-01
1786,HM Nicholls,5,,,,,,,,,,,,,New Zealand,2018-01-01,2018-02-01
1787,LRPL Taylor,5,,,,,,,,,,,,,New Zealand,2018-01-01,2018-02-01
1788,AU Rashid,5,5,50.0,0,299,10,3/49,29.9,5.98,30.0,0,0,,England,2018-01-01,2018-02-01
1789,TK Curran,2,2,11.2,1,45,6,5/35,7.5,3.97,11.3,0,1,,England,2018-01-01,2018-02-01
1790,MM Ali,5,5,45.0,0,223,5,3/55,44.6,4.95,54.0,0,0,,England,2018-01-01,2018-02-01
1791,CR Woakes,4,4,36.0,0,195,5,2/57,39.0,5.41,43.2,0,0,,England,2018-01-01,2018-02-01
1792,LE Plunkett,3,3,19.2,0,120,4,3/71,30.0,6.2,29.0,0,0,,England,2018-01-01,2018-02-01
1793,MA Wood,4,4,38.0,1,208,4,2/46,52.0,5.47,57.0,0,0,,England,2018-01-01,2018-02-01
1794,JE Root,5,3,16.4,0,94,2,2/31,47.0,5.64,50.0,0,0,,England,2018-01-01,2018-02-01
1795,JT Ball,1,1,10.0,0,58,0,,,5.8,,0,0,,England,2018-01-01,2018-02-01
1796,DJ Willey,1,1,9.0,1,37,0,,,4.11,,0,0,,England,2018-01-01,2018-02-01
1797,JM Bairstow,5,,,,,,,,,,,,,England,2018-01-01,2018-02-01
1798,JC Buttler,5,,,,,,,,,,,,,England,2018-01-01,2018-02-01
1799,AD Hales,5,,,,,,,,,,,,,England,2018-01-01,2018-02-01
1800,EJG Morgan,5,,,,,,,,,,,,,England,2018-01-01,2018-02-01
1801,JJ Roy,5,,,,,,,,,,,,,England,2018-01-01,2018-02-01
1802,AJ Tye,4,4,36.3,0,169,8,5/46,21.12,4.63,27.3,0,1,,Australia,2018-01-01,2018-02-01
1803,PJ Cummins,3,3,30.0,3,154,7,4/24,22.0,5.13,25.7,1,0,,Australia,2018-01-01,2018-02-01
1804,MA Starc,4,4,39.0,0,256,7,4/59,36.57,6.56,33.4,1,0,,Australia,2018-01-01,2018-02-01
1805,JR Hazlewood,3,3,29.0,0,148,5,3/39,29.6,5.1,34.8,0,0,,Australia,2018-01-01,2018-02-01
1806,MR Marsh,5,5,18.0,1,81,3,2/24,27.0,4.5,36.0,0,0,,Australia,2018-01-01,2018-02-01
1807,JA Richardson,1,1,10.0,1,57,2,2/57,28.5,5.7,30.0,0,0,,Australia,2018-01-01,2018-02-01
1808,MP Stoinis,5,4,21.2,0,134,2,1/33,67.0,6.28,64.0,0,0,,Australia,2018-01-01,2018-02-01
1809,A Zampa,4,4,36.0,0,215,2,1/46,107.5,5.97,108.0,0,0,,Australia,2018-01-01,2018-02-01
1810,AJ Finch,3,1,3.0,0,17,0,,,5.66,,0,0,,Australia,2018-01-01,2018-02-01
1811,TM Head,4,3,9.5,0,70,0,,,7.11,,0,0,,Australia,2018-01-01,2018-02-01
1812,GJ Maxwell,1,1,3.0,0,23,0,,,7.66,,0,0,,Australia,2018-01-01,2018-02-01
1813,AT Carey,1,,,,,,,,,,,,,Australia,2018-01-01,2018-02-01
1814,TD Paine,4,,,,,,,,,,,,,Australia,2018-01-01,2018-02-01
1815,SPD Smith,5,,,,,,,,,,,,,Australia,2018-01-01,2018-02-01
1816,DA Warner,5,,,,,,,,,,,,,Australia,2018-01-01,2018-02-01
1817,CL White,3,,,,,,,,,,,,,Australia,2018-01-01,2018-02-01
1818,AL Phehlukwayo,1,1,8.0,0,42,2,2/42,21.0,5.25,24.0,0,0,,South Africa,2018-01-01,2018-02-01
1819,M Morkel,1,1,7.0,0,35,1,1/35,35.0,5.0,42.0,0,0,,South Africa,2018-01-01,2018-02-01
1820,JP Duminy,1,1,2.0,0,16,0,,,8.0,,0,0,,South Africa,2018-01-01,2018-02-01
1821,Imran Tahir,1,1,10.0,0,51,0,,,5.1,,0,0,,South Africa,2018-01-01,2018-02-01
1822,AK Markram,1,1,2.0,0,20,0,,,10.0,,0,0,,South Africa,2018-01-01,2018-02-01
1823,CH Morris,1,1,7.0,0,52,0,,,7.42,,0,0,,South Africa,2018-01-01,2018-02-01
1824,K Rabada,1,1,9.3,0,48,0,,,5.05,,0,0,,South Africa,2018-01-01,2018-02-01
1825,HM Amla,1,,,,,,,,,,,,,South Africa,2018-01-01,2018-02-01
1826,Q de Kock,1,,,,,,,,,,,,,South Africa,2018-01-01,2018-02-01
1827,F du Plessis,1,,,,,,,,,,,,,South Africa,2018-01-01,2018-02-01
1828,DA Miller,1,,,,,,,,,,,,,South Africa,2018-01-01,2018-02-01
1829,Kuldeep Yadav,6,6,51.0,1,236,17,4/23,13.88,4.62,18.0,2,0,,India,2018-02-01,2018-03-01
1830,YS Chahal,6,6,52.1,1,262,16,5/22,16.37,5.02,19.5,1,1,,India,2018-02-01,2018-03-01
1831,JJ Bumrah,6,6,42.0,2,167,8,2/24,20.87,3.97,31.5,0,0,,India,2018-02-01,2018-03-01
1832,HH Pandya,6,6,44.0,0,216,4,2/30,54.0,4.9,66.0,0,0,,India,2018-02-01,2018-03-01
1833,SN Thakur,1,1,8.5,0,52,4,4/52,13.0,5.88,13.2,1,0,,India,2018-02-01,2018-03-01
1834,B Kumar,5,5,33.0,2,201,2,1/19,100.5,6.09,99.0,0,0,,India,2018-02-01,2018-03-01
1835,KM Jadhav,3,2,6.0,0,30,0,,,5.0,,0,0,,India,2018-02-01,2018-03-01
1836,S Dhawan,6,,,,,,,,,,,,,India,2018-02-01,2018-03-01
1837,MS Dhoni,6,,,,,,,,,,,,,India,2018-02-01,2018-03-01
1838,SS Iyer,3,,,,,,,,,,,,,India,2018-02-01,2018-03-01
1839,V Kohli,6,,,,,,,,,,,,,India,2018-02-01,2018-03-01
1840,AM Rahane,6,,,,,,,,,,,,,India,2018-02-01,2018-03-01
1841,RG Sharma,6,,,,,,,,,,,,,India,2018-02-01,2018-03-01
1842,TA Boult,2,2,18.0,1,110,4,2/46,27.5,6.11,27.0,0,0,,New Zealand,2018-02-01,2018-03-01
1843,C Munro,2,2,11.0,0,54,2,1/23,27.0,4.9,33.0,0,0,,New Zealand,2018-02-01,2018-03-01
1844,MJ Santner,2,2,17.5,0,94,2,2/54,47.0,5.27,53.5,0,0,,New Zealand,2018-02-01,2018-03-01
1845,IS Sodhi,1,1,10.0,0,63,2,2/63,31.5,6.3,30.0,0,0,,New Zealand,2018-02-01,2018-03-01
1846,LH Ferguson,1,1,8.0,0,48,1,1/48,48.0,6.0,48.0,0,0,,New Zealand,2018-02-01,2018-03-01
1847,C de Grandhomme,2,2,6.0,0,31,0,,,5.16,,0,0,,New Zealand,2018-02-01,2018-03-01
1848,TG Southee,2,2,17.0,1,102,0,,,6.0,,0,0,,New Zealand,2018-02-01,2018-03-01
