player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,economy_rate,average
JPR Lamsam,Bowler,16,53.333333333333336,30,0,27,12,261,0,261,158,103,0,India,2.25,
BJ Diamanti,Bowler,26,113.04347826086956,23,0,25,12,242,0,242,168,74,0,Australia,2.0833333333333335,
LC Romero,Bowler,1,14.285714285714285,7,1,52,26,68,0,68,40,28,0,New Zealand,2.0,52.0
K Christie,Bowler,0,0.0,3,0,18,9,62,0,62,12,50,0,Papua New Guinea,2.0,
MA Carberry,Bowler,114,62.98342541436463,181,0,12,6,27,0,27,10,17,0,Ireland,2.0,
LP van Troost,Bowler,112,68.29268292682927,164,1,82,43,257,0,257,164,93,0,South Africa,1.9069767441860466,82.0
J Blades,Bowler,0,0.0,0,0,73,39,205,0,205,75,130,0,Bangladesh,1.8717948717948718,
Sanjida Akter Meghla,Bowler,0,0.0,0,0,33,19,244,0,244,101,143,0,West Indies,1.736842105263158,
IA Nicolson,Bowler,0,0.0,3,1,74,44,158,0,158,94,64,0,South Africa,1.6818181818181819,74.0
MS Kashyap,Bowler,8,53.333333333333336,15,0,30,18,362,0,362,255,107,0,Australia,1.6666666666666667,
EP Thompson,Bowler,0,0.0,0,0,43,26,238,0,238,141,97,0,India,1.6538461538461537,
AW Mathieson,Bowler,0,0.0,0,1,40,25,42,0,42,24,18,0,England,1.6,40.0
Aman Ali,Bowler,0,0.0,2,0,22,14,262,0,262,132,130,0,Sri Lanka,1.5714285714285714,
TF van Woerkom,Bowler,0,0.0,0,1,75,48,355,0,355,184,171,0,England,1.5625,75.0
BDH Stevens,Bowler,1,20.0,5,0,28,18,35,0,35,6,29,0,United Arab Emirates,1.5555555555555556,
S Snater,Bowler,21,161.53846153846155,13,1,125,81,377,0,377,198,179,0,England,1.5432098765432098,125.0
Afzaal Haider,Bowler,0,0.0,10,2,123,81,243,0,243,124,119,0,Pakistan,1.5185185185185186,61.5
Sanjida Islam,Bowler,93,41.150442477876105,226,0,12,8,452,0,452,219,233,0,Pakistan,1.5,
Zain Abbas,Bowler,26,47.27272727272727,55,1,56,38,243,0,243,124,119,0,Pakistan,1.4736842105263157,56.0
Usman Rafiq,Bowler,28,66.66666666666666,42,0,47,32,198,0,198,43,155,0,Zimbabwe,1.46875,
Ravi Bishnoi,Bowler,4,200.0,2,1,73,53,330,0,330,203,127,0,South Africa,1.3773584905660377,73.0
KMC Bandara,Bowler,1,33.33333333333333,3,1,84,61,9,0,9,8,1,0,England,1.3770491803278688,84.0
BM Anusha,Bowler,2,33.33333333333333,6,0,11,8,237,0,237,83,154,0,Bangladesh,1.375,
Asif Iqbal (1),Bowler,8,100.0,8,0,33,24,1,0,1,1,0,0,Hong Kong,1.375,
S Hector,Bowler,0,0.0,0,0,19,14,457,0,457,273,184,0,India,1.3571428571428572,
AM Samad,Bowler,226,59.16230366492147,382,2,93,69,287,0,287,152,135,0,England,1.3478260869565217,46.5
AH Thomson,Bowler,16,43.24324324324324,37,0,47,35,7,0,7,6,1,0,Thailand,1.3428571428571427,
JL Ontong,Bowler,97,71.32352941176471,136,1,24,18,240,0,240,99,141,0,West Indies,1.3333333333333333,24.0
C Connolly,Bowler,7,36.84210526315789,19,0,32,24,331,0,331,172,159,0,England,1.3333333333333333,
S Ishaque,Bowler,0,0.0,0,0,48,36,364,0,364,257,107,0,Australia,1.3333333333333333,
GH Bodi,Bowler,83,61.029411764705884,136,0,8,6,158,0,158,35,123,0,Zimbabwe,1.3333333333333333,
R Pasipanodya,Bowler,9,18.0,50,0,29,22,7,0,7,2,5,0,United States of America,1.3181818181818181,
DJM Short,Bowler,211,77.00729927007299,274,0,117,90,472,0,472,259,213,0,England,1.3,
Omid Shafi Rahman,Bowler,1,14.285714285714285,7,0,104,80,11,0,11,4,7,0,United States of America,1.3,
Fawad Ahmed,Bowler,4,200.0,2,2,108,84,138,0,138,72,66,0,England,1.2857142857142858,54.0
Y Punja,Bowler,1,14.285714285714285,7,0,50,39,1,0,1,1,0,0,Hong Kong,1.2820512820512822,
RW Staple,Bowler,4,30.76923076923077,13,2,78,61,68,0,68,40,28,0,New Zealand,1.278688524590164,39.0
E Katchay,Bowler,0,0.0,0,1,23,18,18,0,18,6,12,0,Scotland,1.2777777777777777,23.0
KJ Harding,Bowler,1,100.0,1,1,88,69,267,0,267,104,163,0,Bangladesh,1.2753623188405796,88.0
Rashid Zia,Bowler,9,15.517241379310345,58,0,75,59,68,0,68,40,28,0,New Zealand,1.271186440677966,
Marina Iqbal,Bowler,137,43.91025641025641,312,1,62,49,518,0,518,363,155,0,Australia,1.2653061224489797,62.0
OC McCoy,Bowler,0,0.0,1,4,110,87,482,0,482,288,194,0,India,1.264367816091954,27.5
Ihsanullah,Bowler,0,0.0,0,0,61,49,291,0,291,147,144,0,New Zealand,1.2448979591836735,
Saad Nasim,Bowler,99,79.2,125,0,46,37,10,0,10,8,2,0,Bangladesh,1.2432432432432432,
CK Tshuma,Bowler,0,0.0,1,1,83,67,281,0,281,109,172,0,Bangladesh,1.2388059701492538,83.0
K Schultz,Bowler,0,0.0,19,2,52,42,350,0,350,181,169,0,England,1.2380952380952381,26.0
Matiullah Khan,Bowler,0,0.0,0,1,38,31,29,0,29,12,17,0,United States of America,1.2258064516129032,38.0
N Ncube,Bowler,0,0.0,0,3,71,58,127,0,127,69,58,0,New Zealand,1.2241379310344827,23.666666666666668
RR Joshi,Bowler,3,75.0,4,2,77,63,16,0,16,8,8,0,United States of America,1.2222222222222223,38.5
DC Thomas,Bowler,238,62.796833773087066,379,2,11,9,135,0,135,53,82,0,Bangladesh,1.2222222222222223,5.5
KT Maphaka,Bowler,1,33.33333333333333,3,6,126,104,298,0,298,153,145,0,Pakistan,1.2115384615384615,21.0
TJ Friend,Bowler,132,75.42857142857143,175,1,69,57,104,0,104,46,58,0,Sri Lanka,1.2105263157894737,69.0
BP Loots,Bowler,15,65.21739130434783,23,2,227,188,195,0,195,104,91,0,England,1.2074468085106382,113.5
BA Westdijk,Bowler,0,0.0,3,1,176,146,195,0,195,104,91,0,England,1.2054794520547945,176.0
Mahbubul Alam,Bowler,81,112.5,72,8,284,237,142,0,142,33,109,0,Zimbabwe,1.1983122362869199,35.5
NAM McLean,Bowler,5,71.42857142857143,7,0,44,37,87,0,87,54,33,0,New Zealand,1.1891891891891893,
RR Emrit,Bowler,13,37.142857142857146,35,0,108,91,291,0,291,177,114,0,India,1.1868131868131868,
T Makusha,Bowler,0,0.0,0,0,33,28,3,0,3,1,2,0,United States of America,1.1785714285714286,
DLS van Bunge,Bowler,293,56.45472061657033,519,6,181,154,257,0,257,164,93,0,South Africa,1.1753246753246753,30.166666666666668
IH Romaine,Bowler,175,48.61111111111111,360,1,75,64,301,0,301,154,147,0,Sri Lanka,1.171875,75.0
C Bosch,Bowler,40,90.9090909090909,44,1,69,59,297,0,297,152,145,0,Pakistan,1.1694915254237288,69.0
Mohammad Talha,Bowler,0,0.0,1,4,147,126,35,0,35,19,16,0,India,1.1666666666666667,36.75
S Kaul,Bowler,1,50.0,2,1,126,108,468,0,468,255,213,0,England,1.1666666666666667,126.0
PD Blignaut,Bowler,0,0.0,0,1,28,24,12,0,12,5,7,0,United States of America,1.1666666666666667,28.0
TE Tucker,Bowler,0,0.0,0,0,21,18,23,0,23,5,18,0,Canada,1.1666666666666667,
LOB Cann,Bowler,214,122.98850574712642,174,1,92,79,301,0,301,154,147,0,Sri Lanka,1.1645569620253164,92.0
DR Brown,Bowler,72,62.60869565217392,115,3,163,140,321,0,321,223,98,0,Australia,1.1642857142857144,54.333333333333336
W Mwayenga,Bowler,1,9.090909090909092,11,1,86,74,113,0,113,85,28,0,Australia,1.162162162162162,86.0
DCC Borden,Bowler,23,27.380952380952383,84,3,95,82,301,0,301,154,147,0,Sri Lanka,1.1585365853658536,31.666666666666668
T Sangha,Bowler,0,0.0,3,2,125,108,318,0,318,197,121,0,South Africa,1.1574074074074074,62.5
S Joseph,Bowler,0,0.0,0,1,74,64,312,0,312,161,151,0,England,1.15625,74.0
U Bhagwan,Bowler,26,92.85714285714286,28,3,173,150,12,0,12,5,7,0,Nepal,1.1533333333333333,57.666666666666664
C Gunasekara,Bowler,0,0.0,0,0,8,7,221,0,221,53,168,0,Zimbabwe,1.1428571428571428,
SW Masakadza,Bowler,109,97.32142857142857,112,24,747,654,194,0,194,99,95,0,Pakistan,1.1422018348623852,31.125
Khurram Khan,Bowler,237,74.52830188679245,318,3,187,164,155,0,155,57,98,0,Bangladesh,1.1402439024390243,62.333333333333336
CJ Dala,Bowler,8,133.33333333333331,6,1,123,108,454,0,454,221,233,0,Sri Lanka,1.1388888888888888,123.0
ML Lewis,Bowler,4,100.0,4,5,264,232,308,0,308,156,152,0,Sri Lanka,1.1379310344827587,52.8
Rameen Shamim,Bowler,25,69.44444444444444,36,4,129,114,415,0,415,221,194,0,England,1.131578947368421,32.25
Waheeda Akhtar,Bowler,0,0.0,0,2,35,31,310,0,310,191,119,0,South Africa,1.1290322580645162,17.5
M Pathirana,Bowler,10,30.303030303030305,33,15,499,442,196,0,196,41,155,1,Zimbabwe,1.1289592760180995,33.266666666666666
G Hoey,Bowler,24,80.0,30,1,115,102,289,0,289,179,110,0,South Africa,1.1274509803921569,115.0
A Mithun,Bowler,51,89.47368421052632,57,3,210,188,166,0,166,100,66,0,South Africa,1.1170212765957446,70.0
GLS Scrimshaw,Bowler,0,0.0,0,3,67,60,98,0,98,35,63,0,Ireland,1.1166666666666667,22.333333333333332
Tanbir Hayder,Bowler,5,29.411764705882355,17,0,67,60,440,0,440,230,210,0,New Zealand,1.1166666666666667,
Navdeep Saini,Bowler,107,75.88652482269504,141,7,485,435,357,0,357,145,212,0,West Indies,1.1149425287356323,69.28571428571429
JI de Villiers,Bowler,8,50.0,16,3,140,126,46,0,46,23,23,0,Oman,1.1111111111111112,46.666666666666664
Zaman Khan,Bowler,0,0.0,0,2,40,36,358,0,358,184,174,0,Sri Lanka,1.1111111111111112,20.0
D Khanal,Bowler,329,68.25726141078839,482,0,20,18,32,0,32,7,25,0,Papua New Guinea,1.1111111111111112,
NT Pascal,Bowler,0,0.0,1,0,30,27,136,0,136,54,82,0,Bangladesh,1.1111111111111112,
A Hlubi,Bowler,10,52.63157894736842,19,2,123,111,386,0,386,272,114,0,Australia,1.1081081081081081,61.5
H Hiri,Bowler,435,54.78589420654912,794,3,114,103,15,0,15,5,10,0,Hong Kong,1.1067961165048543,38.0
JM Mennie,Bowler,1,20.0,5,3,135,122,10,0,10,9,1,0,South Africa,1.1065573770491803,45.0
A Patel,Bowler,25,83.33333333333334,30,3,73,66,89,0,89,56,33,0,South Africa,1.106060606060606,24.333333333333332
NG Smith,Bowler,26,65.0,40,6,230,208,341,0,341,173,168,0,Sri Lanka,1.1057692307692308,38.333333333333336
LN Roche,Bowler,4,40.0,10,2,157,142,423,0,423,207,216,0,Pakistan,1.1056338028169015,78.5
L Little,Bowler,12,60.0,20,1,181,164,439,0,439,273,166,0,South Africa,1.103658536585366,181.0
Yasir Mohammad,Bowler,3,50.0,6,5,239,217,23,0,23,10,13,0,Oman,1.1013824884792627,47.8
Mushtaq Ahmed,Bowler,0,0.0,0,0,66,60,118,0,118,75,43,0,South Africa,1.1,
G Coetzee,Bowler,57,63.33333333333333,90,29,693,632,289,0,289,122,167,0,West Indies,1.0965189873417722,23.896551724137932
KV Sharma,Bowler,0,0.0,0,0,125,114,32,0,32,8,24,0,Sri Lanka,1.0964912280701755,
Maham Tariq,Bowler,3,7.894736842105263,38,4,206,188,420,0,420,219,201,0,New Zealand,1.0957446808510638,51.5
PJ te Beest,Bowler,3,5.660377358490567,53,0,23,21,206,0,206,129,77,0,South Africa,1.0952380952380953,
ML Cummins,Bowler,5,55.55555555555556,9,8,448,410,503,0,503,282,221,0,England,1.0926829268292684,56.0
T Natarajan,Bowler,0,0.0,0,4,144,132,445,0,445,316,129,0,Australia,1.0909090909090908,36.0
RP Meredith,Bowler,0,0.0,0,0,36,33,329,0,329,135,194,0,West Indies,1.0909090909090908,
EJ Tice,Bowler,2,16.666666666666664,12,0,48,44,131,0,131,66,65,0,Pakistan,1.0909090909090908,
A Tector,Bowler,39,61.904761904761905,63,2,170,157,349,0,349,179,170,0,Sri Lanka,1.0828025477707006,85.0
B White,Bowler,0,0.0,0,1,119,110,17,0,17,8,9,0,Oman,1.0818181818181818,119.0
SH Lewis,Bowler,0,0.0,0,4,67,62,75,0,75,24,51,0,Netherlands,1.0806451612903225,16.75
SJ Cameron,Bowler,9,69.23076923076923,13,3,123,114,146,0,146,55,91,0,Ireland,1.0789473684210527,41.0
HW Rambaldo,Bowler,19,19.587628865979383,97,0,28,26,206,0,206,129,77,0,South Africa,1.0769230769230769,
CBRLS Kumara,Bowler,58,42.33576642335766,137,39,1288,1197,324,0,324,129,195,1,Bangladesh,1.0760233918128654,33.02564102564103
IE O'Brien,Bowler,3,27.27272727272727,11,16,496,462,241,0,241,128,113,0,England,1.0735930735930737,31.0
O Thomas,Bowler,22,28.205128205128204,78,30,998,931,413,0,413,200,213,2,Pakistan,1.0719656283566057,33.266666666666666
Umran Malik,Bowler,2,18.181818181818183,11,13,408,381,306,0,306,156,150,0,New Zealand,1.0708661417322836,31.384615384615383
Abu Jayed,Bowler,0,0.0,0,5,121,113,363,0,363,147,216,1,West Indies,1.0707964601769913,24.2
Saqib Zulfiqar,Bowler,158,67.81115879828327,233,8,304,284,238,0,238,55,183,0,Zimbabwe,1.0704225352112675,38.0
D Olivier,Bowler,0,0.0,0,3,125,117,418,0,418,202,216,0,Pakistan,1.0683760683760684,41.666666666666664
DJ Worrall,Bowler,6,150.0,4,2,173,162,2,0,2,1,1,0,Ireland,1.0679012345679013,86.5
PHKD Mendis,Bowler,344,73.03609341825901,471,2,221,207,409,0,409,256,153,0,South Africa,1.067632850241546,110.5
A Ashok,Bowler,10,83.33333333333334,12,1,65,61,227,0,227,81,146,0,Bangladesh,1.0655737704918034,65.0
BM Tickner,Bowler,16,57.14285714285714,28,18,691,649,80,0,80,24,56,0,Netherlands,1.0647149460708782,38.388888888888886
CB Lambert,Bowler,39,45.348837209302324,86,0,66,62,68,0,68,40,28,0,New Zealand,1.064516129032258,
Umair Ali,Bowler,10,90.9090909090909,11,0,66,62,1,0,1,1,0,0,Hong Kong,1.064516129032258,
PC Connell,Bowler,6,25.0,24,7,199,187,20,0,20,6,14,0,Scotland,1.0641711229946524,28.428571428571427
CM Edwards,Bowler,1054,71.99453551912568,1464,2,51,48,246,0,246,148,98,4,India,1.0625,25.5
AJ Burger,Bowler,199,97.54901960784314,204,3,104,98,62,0,62,12,50,1,Zimbabwe,1.0612244897959184,34.666666666666664
Joseph Angara,Bowler,0,0.0,3,1,52,49,71,0,71,31,40,0,Pakistan,1.0612244897959184,52.0
SSB Magala,Bowler,18,72.0,25,15,384,362,423,0,423,258,165,2,India,1.0607734806629834,25.6
BL Kotze,Bowler,27,51.92307692307693,52,4,282,266,62,0,62,12,50,0,Zimbabwe,1.0601503759398496,70.5
H Dhami,Bowler,0,0.0,0,3,54,51,45,0,45,16,29,0,Canada,1.0588235294117647,18.0
PJK Mooney,Bowler,11,137.5,8,0,57,54,306,0,306,158,148,0,England,1.0555555555555556,
VR Aaron,Bowler,8,53.333333333333336,15,11,427,405,170,0,170,93,77,0,England,1.054320987654321,38.81818181818182
G Bajwa,Bowler,0,0.0,0,0,40,38,5,0,5,4,1,0,Oman,1.0526315789473684,
Arshad Ali,Bowler,47,52.22222222222223,90,1,101,96,155,0,155,57,98,0,Bangladesh,1.0520833333333333,101.0
JW Dernbach,Bowler,19,47.5,40,31,1346,1282,191,0,191,89,102,0,Sri Lanka,1.0499219968798752,43.41935483870968
KP Walmsley,Bowler,0,0.0,0,1,64,61,117,0,117,56,61,0,Pakistan,1.0491803278688525,64.0
K Kavindi,Bowler,17,45.94594594594595,37,1,107,102,283,0,283,146,137,0,New Zealand,1.0490196078431373,107.0
M Mani,Bowler,54,90.0,60,4,129,123,354,0,354,249,105,0,Australia,1.048780487804878,32.25
Y Cariah,Bowler,93,55.688622754491014,167,16,627,599,309,0,309,158,151,0,New Zealand,1.0467445742904842,39.1875
MJ Mindley,Bowler,0,0.0,0,1,45,43,206,0,206,75,131,0,Bangladesh,1.0465116279069768,45.0
JJ van der Wath,Bowler,89,123.61111111111111,72,19,566,541,338,0,338,235,103,0,Australia,1.0462107208872458,29.789473684210527
Urooj Mumtaz,Bowler,35,35.35353535353536,99,7,70,67,232,0,232,146,86,0,South Africa,1.044776119402985,10.0
A Phillip,Bowler,22,88.0,25,4,210,201,412,0,412,209,203,0,Sri Lanka,1.044776119402985,52.5
HR Johnson,Bowler,9,42.857142857142854,21,1,70,67,68,0,68,40,28,0,New Zealand,1.044776119402985,70.0
D Paterson,Bowler,0,0.0,0,4,222,213,327,0,327,129,198,0,Bangladesh,1.0422535211267605,55.5
KO Meth,Bowler,49,52.68817204301075,93,10,416,400,226,0,226,94,132,0,West Indies,1.04,41.6
CKB Kulasekara,Bowler,38,52.054794520547944,73,0,82,79,149,0,149,89,60,0,South Africa,1.0379746835443038,
MJ Humphreys,Bowler,6,66.66666666666666,9,1,113,109,241,0,241,86,155,0,Bangladesh,1.036697247706422,113.0
E Otieno,Bowler,21,36.84210526315789,57,15,479,463,25,0,25,5,20,1,Canada,1.0345572354211663,31.933333333333334
IECM Wong,Bowler,15,166.66666666666669,9,4,122,118,335,0,335,206,129,0,South Africa,1.0338983050847457,30.5
CP Tremain,Bowler,23,58.97435897435898,39,7,257,249,10,0,10,9,1,0,South Africa,1.0321285140562249,36.714285714285715
BG Lister,Bowler,10,71.42857142857143,14,4,166,161,363,0,363,191,172,0,England,1.031055900621118,41.5
Muhammad Musa,Bowler,9,300.0,3,2,102,99,233,0,233,55,178,0,Zimbabwe,1.0303030303030303,51.0
SF Mire,Bowler,729,77.22457627118644,944,11,420,408,98,0,98,53,45,1,Scotland,1.0294117647058822,38.18181818181818
