player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average
Hussain Talat,Batter,2,14.285714285714285,14,0,17,13,417,417,0,201,216,0,Pakistan,
HE Whelan,Batter,2,12.5,16,0,25,42,48,48,0,19,29,0,Ireland,
J Pashley,Batter,2,11.76470588235294,17,0,0,0,20,20,0,3,17,0,Netherlands,
SC Meaker,Batter,2,11.11111111111111,18,2,113,117,170,170,0,93,77,0,England,1.0
Nasir Javed,Batter,2,10.0,20,0,0,0,1,1,0,0,1,0,United States of America,
RS Higgins,Batter,2,9.523809523809524,21,4,128,158,175,175,0,35,140,0,Zimbabwe,0.5
HWR Cartwright,Batter,2,8.695652173913043,23,0,0,0,511,511,0,358,153,0,Australia,
K Chigora,Batter,1,100.0,1,2,44,49,190,190,0,41,149,0,Zimbabwe,0.5
M Shiraz,Batter,1,100.0,1,1,48,54,343,343,0,175,168,0,Sri Lanka,1.0
GJ McCarter,Batter,1,100.0,1,0,38,48,11,11,0,3,8,0,Ireland,
JW Wilson,Batter,1,50.0,2,1,68,54,89,89,0,54,35,0,New Zealand,1.0
Tharika Sewwandi,Batter,1,33.33333333333333,3,0,14,13,432,432,0,216,216,0,Sri Lanka,
M Zondeki,Batter,1,33.33333333333333,3,7,338,384,3,3,0,0,3,0,Africa XI,0.14285714285714285
LE Milliken,Batter,1,33.33333333333333,3,1,37,49,204,204,0,106,98,0,New Zealand,1.0
Alawi Shukri,Batter,1,33.33333333333333,3,0,0,0,11,11,0,1,10,0,United Arab Emirates,
Zakir Hasan,Batter,1,20.0,5,0,0,0,220,220,0,79,141,0,Bangladesh,
EJB Miles,Batter,1,14.285714285714285,7,4,117,120,4,4,0,1,3,0,Jersey,0.25
RR Ramdass,Batter,1,11.11111111111111,9,0,0,0,236,236,0,99,137,0,West Indies,
NV Ojha,Batter,1,11.11111111111111,9,0,0,0,193,193,0,112,81,0,India,
K Mahato,Batter,1,10.0,10,2,77,85,40,40,0,21,19,0,Nepal,0.5
Jannatul Ferdus,Batter,1,7.6923076923076925,13,0,0,0,316,316,0,125,191,0,Bangladesh,
AD Janakanthymala,Batter,1,6.666666666666667,15,2,47,67,257,257,0,128,129,0,Sri Lanka,0.5
CM Beggs,Batter,1,6.25,16,0,0,0,48,48,0,19,29,0,Ireland,
Moniruzzaman,Batter,1,5.0,20,0,0,0,57,57,0,21,36,0,Bangladesh,
MT Herbert,Batter,1,4.545454545454546,22,0,15,18,48,48,0,19,29,0,Ireland,
Suraiya Azmin,Batter,0,0.0,2,2,57,49,331,331,0,130,201,0,Bangladesh,0.0
A Beggs,Batter,0,0.0,2,5,131,136,152,152,0,58,94,0,Ireland,0.0
S Lackay,Batter,0,0.0,2,0,0,0,426,426,0,267,159,0,South Africa,
Simandeep Singh,Batter,0,0.0,7,0,0,0,7,7,0,1,6,0,Hong Kong,
Fazle Mahmud,Batter,0,0.0,9,0,16,20,295,295,0,117,178,0,Bangladesh,
Syeda Aroob Shah,Batter,0,0.0,1,0,0,0,380,380,0,190,190,0,Pakistan,
CK Holder,Batter,0,0.0,3,0,26,20,336,336,0,138,198,0,West Indies,
C Sakariya,Batter,0,0.0,1,2,34,51,431,431,0,261,170,0,India,0.0
TJ Bishop,Batter,0,0.0,6,0,0,0,279,279,0,119,160,0,West Indies,
D Foxcroft,Batter,0,0.0,1,0,0,0,261,261,0,135,126,0,New Zealand,
L Mabhero,Batter,0,0.0,8,3,186,238,189,189,0,41,148,0,Zimbabwe,0.0
Sumaiya Akter,Batter,0,0.0,4,0,0,0,208,208,0,75,133,0,Bangladesh,
V Buruka,Batter,0,0.0,8,3,106,143,8,8,0,1,7,0,Papua New Guinea,0.0
Melanie Ani,Batter,0,0.0,2,0,0,0,7,7,0,1,6,0,Papua New Guinea,
Pooja Ganesh,Batter,0,0.0,9,0,0,0,19,19,0,9,10,0,United States of America,
F Hand,Batter,0,0.0,1,1,45,49,66,66,0,22,44,0,Ireland,0.0
Sufiyan Muqeem,Batter,0,0.0,1,4,53,49,297,297,0,152,145,0,Pakistan,0.0
Haseebullah Khan,Batter,0,0.0,2,0,0,0,296,296,0,151,145,0,Pakistan,
AG Puttick,Batter,0,0.0,5,0,0,0,275,275,0,174,101,0,South Africa,
SD Udal,Batter,0,0.0,2,1,29,42,294,294,0,154,140,0,England,0.0
JS Ababu,Batter,0,0.0,9,1,75,81,36,36,0,13,23,0,Kenya,0.0
KL Tucker,Batter,0,0.0,4,0,0,0,9,9,0,2,7,0,Bermuda,
MF Fahey,Batter,0,0.0,7,0,0,0,204,204,0,106,98,0,New Zealand,
AL Watkins,Batter,0,0.0,1,0,21,13,204,204,0,106,98,0,New Zealand,
VCE Wattenberg,Batter,0,0.0,3,0,0,0,20,20,0,3,17,0,Netherlands,
LM Hoitink,Batter,0,0.0,17,0,0,0,20,20,0,3,17,0,Netherlands,
JA Whelan,Batter,0,0.0,2,0,7,15,48,48,0,19,29,0,Ireland,
JC Carroll,Batter,0,0.0,7,0,0,0,48,48,0,19,29,0,Ireland,
SI Galagedara,Batter,0,0.0,11,0,0,0,257,257,0,128,129,0,Sri Lanka,
A Chopra,Batter,0,0.0,8,0,0,0,246,246,0,148,98,0,India,
SK Naidu,Batter,0,0.0,3,0,22,18,246,246,0,148,98,0,India,
RA Rolfe,Batter,0,0.0,3,0,0,0,24,24,0,9,15,0,Ireland,
Shahriar Hossain,Batter,0,0.0,3,0,0,0,54,54,0,21,33,0,Bangladesh,
R Walters,Batter,0,0.0,6,0,0,0,6,6,0,0,6,0,Namibia,
AY Karim,Batter,0,0.0,2,4,69,141,15,15,0,5,10,1,Kenya,0.0
PHT Kaushal,Batter,0,0.0,1,0,25,36,92,92,0,40,52,0,Sri Lanka,
DL Blake,Batter,0,0.0,2,0,8,6,1,1,0,0,1,0,United States of America,
Shathira Jakir,Batter,0,0.0,2,0,22,19,33,33,0,18,15,0,Bangladesh,
Sultana Yesmin,Batter,0,0.0,1,0,0,0,33,33,0,18,15,0,Bangladesh,
Raza Hasan,Batter,0,0.0,3,2,68,62,46,46,0,16,30,0,Pakistan,0.0
Salman Faris,Batter,0,0.0,2,0,0,0,4,4,0,1,3,0,United Arab Emirates,
APS Lakshika,Batter,0,0.0,4,0,0,0,37,37,0,9,28,0,Sri Lanka,
GA Guy,Batter,0,0.0,4,0,20,19,23,23,0,15,8,0,New Zealand,
