,Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,Team,Start Date,End Date
2732,Mohammad Hafeez,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-07-01,2019-08-01
2733,Shadab Khan,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-07-01,2019-08-01
2734,Shaheen Shah Afridi,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-07-01,2019-08-01
2735,Wahab Riaz,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-07-01,2019-08-01
2736,Mushfiqur Rahim,5,5,6,6,0,6.0,0,,1.2,,Bangladesh,2019-07-01,2019-08-01
2737,Soumya Sarkar,5,5,6,6,0,0.0,6,,1.2,,Bangladesh,2019-07-01,2019-08-01
2738,Sabbir Rahman,4,4,5,5,0,0.0,5,,1.25,,Bangladesh,2019-07-01,2019-08-01
2739,Mustafizur Rahman,4,4,3,3,0,0.0,3,,0.75,,Bangladesh,2019-07-01,2019-08-01
2740,Mosaddek Hossain,4,4,2,2,0,0.0,2,,0.5,,Bangladesh,2019-07-01,2019-08-01
2741,Shakib Al Hasan,2,2,2,2,0,0.0,2,,1.0,,Bangladesh,2019-07-01,2019-08-01
2742,Tamim Iqbal,5,5,2,2,0,0.0,2,,0.4,,Bangladesh,2019-07-01,2019-08-01
2743,Litton Das,2,2,1,1,0,0.0,1,,0.5,,Bangladesh,2019-07-01,2019-08-01
2744,Mahmudullah,4,4,1,1,0,0.0,1,,0.25,,Bangladesh,2019-07-01,2019-08-01
2745,Mehidy Hasan Miraz,4,4,1,1,0,0.0,1,,0.25,,Bangladesh,2019-07-01,2019-08-01
2746,Rubel Hossain,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2019-07-01,2019-08-01
2747,Anamul Haque,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-07-01,2019-08-01
2748,Mashrafe Mortaza,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-07-01,2019-08-01
2749,Mohammad Mithun,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-07-01,2019-08-01
2750,Mohammad Saifuddin,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-07-01,2019-08-01
2751,Shafiul Islam,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-07-01,2019-08-01
2752,Taijul Islam,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-07-01,2019-08-01
2753,TWM Latham,3,3,7,7,0,7.0,0,,2.333,,New Zealand,2019-07-01,2019-08-01
2754,KS Williamson,3,3,4,4,0,0.0,4,,1.333,,New Zealand,2019-07-01,2019-08-01
2755,MJ Santner,3,3,2,2,0,0.0,2,,0.666,,New Zealand,2019-07-01,2019-08-01
2756,TA Boult,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2019-07-01,2019-08-01
2757,C de Grandhomme,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2019-07-01,2019-08-01
2758,LH Ferguson,2,2,1,1,0,0.0,1,,0.5,,New Zealand,2019-07-01,2019-08-01
2759,MJ Henry,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2019-07-01,2019-08-01
2760,JDS Neesham,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2019-07-01,2019-08-01
2761,MJ Guptill,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-07-01,2019-08-01
2762,HM Nicholls,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-07-01,2019-08-01
2763,TG Southee,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-07-01,2019-08-01
2764,LRPL Taylor,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-07-01,2019-08-01
2765,JC Buttler,3,3,5,4,1,4.0,0,,1.666,,England,2019-07-01,2019-08-01
2766,JE Root,3,3,3,3,0,0.0,3,,1.0,,England,2019-07-01,2019-08-01
2767,JM Bairstow,3,3,1,1,0,0.0,1,,0.333,,England,2019-07-01,2019-08-01
2768,EJG Morgan,3,3,1,1,0,0.0,1,,0.333,,England,2019-07-01,2019-08-01
2769,JC Archer,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-07-01,2019-08-01
2770,LE Plunkett,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-07-01,2019-08-01
2771,AU Rashid,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-07-01,2019-08-01
2772,JJ Roy,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-07-01,2019-08-01
2773,BA Stokes,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-07-01,2019-08-01
2774,CR Woakes,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-07-01,2019-08-01
2775,MA Wood,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-07-01,2019-08-01
2776,AT Carey,2,2,2,1,1,1.0,0,,1.0,,Australia,2019-07-01,2019-08-01
2777,MA Starc,2,2,2,2,0,0.0,2,,1.0,,Australia,2019-07-01,2019-08-01
2778,GJ Maxwell,2,2,1,1,0,0.0,1,,0.5,,Australia,2019-07-01,2019-08-01
2779,MP Stoinis,2,2,1,1,0,0.0,1,,0.5,,Australia,2019-07-01,2019-08-01
2780,JP Behrendorff,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2019-07-01,2019-08-01
2781,PJ Cummins,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2019-07-01,2019-08-01
2782,AJ Finch,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2019-07-01,2019-08-01
2783,PSP Handscomb,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-07-01,2019-08-01
2784,UT Khawaja,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-07-01,2019-08-01
2785,NM Lyon,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2019-07-01,2019-08-01
2786,SPD Smith,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2019-07-01,2019-08-01
2787,DA Warner,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2019-07-01,2019-08-01
2788,Dawlat Zadran,1,1,1,1,0,0.0,1,,1.0,,Afghanistan,2019-07-01,2019-08-01
2789,Ikram Alikhil,1,1,1,1,0,1.0,0,,1.0,,Afghanistan,2019-07-01,2019-08-01
2790,Mohammad Nabi,1,1,1,1,0,0.0,1,,1.0,,Afghanistan,2019-07-01,2019-08-01
2791,Rashid Khan,1,1,1,1,0,0.0,1,,1.0,,Afghanistan,2019-07-01,2019-08-01
2792,Asghar Afghan,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-07-01,2019-08-01
2793,Gulbadin Naib,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-07-01,2019-08-01
2794,Mujeeb Ur Rahman,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-07-01,2019-08-01
2795,Najibullah Zadran,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-07-01,2019-08-01
2796,Rahmat Shah,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-07-01,2019-08-01
2797,Samiullah Shinwari,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-07-01,2019-08-01
2798,Sayed Shirzad,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-07-01,2019-08-01
2799,AK Markram,1,1,3,3,0,0.0,3,,3.0,,South Africa,2019-07-01,2019-08-01
2800,Q de Kock,1,1,1,1,0,1.0,0,,1.0,,South Africa,2019-07-01,2019-08-01
2801,JP Duminy,1,1,1,1,0,0.0,1,,1.0,,South Africa,2019-07-01,2019-08-01
2802,CH Morris,1,1,1,1,0,0.0,1,,1.0,,South Africa,2019-07-01,2019-08-01
2803,F du Plessis,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-07-01,2019-08-01
2804,Imran Tahir,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-07-01,2019-08-01
2805,AL Phehlukwayo,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-07-01,2019-08-01
2806,D Pretorius,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-07-01,2019-08-01
2807,K Rabada,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-07-01,2019-08-01
2808,T Shamsi,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-07-01,2019-08-01
2809,HE van der Dussen,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-07-01,2019-08-01
2810,V Kohli,3,3,5,5,0,0.0,5,,1.666,,India,2019-08-01,2019-09-01
2811,S Dhawan,3,3,1,1,0,0.0,1,,0.333,,India,2019-08-01,2019-09-01
2812,RA Jadeja,3,3,1,1,0,0.0,1,,0.333,,India,2019-08-01,2019-09-01
2813,B Kumar,3,3,1,1,0,0.0,1,,0.333,,India,2019-08-01,2019-09-01
2814,Mohammed Shami,3,3,1,1,0,0.0,1,,0.333,,India,2019-08-01,2019-09-01
2815,RR Pant,3,3,1,1,0,1.0,0,,0.333,,India,2019-08-01,2019-09-01
2816,KK Ahmed,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-08-01,2019-09-01
2817,YS Chahal,1,1,0,0,0,0.0,0,0.0,0.0,,India,2019-08-01,2019-09-01
2818,SS Iyer,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-08-01,2019-09-01
2819,KM Jadhav,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-08-01,2019-09-01
2820,Kuldeep Yadav,2,2,0,0,0,0.0,0,0.0,0.0,,India,2019-08-01,2019-09-01
2821,RG Sharma,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-08-01,2019-09-01
2822,Sarfaraz Ahmed,1,1,3,3,0,3.0,0,,3.0,,Pakistan,2019-09-01,2019-10-01
2823,Fakhar Zaman,1,1,2,2,0,0.0,2,,2.0,,Pakistan,2019-09-01,2019-10-01
2824,Iftikhar Ahmed,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-09-01,2019-10-01
2825,Imad Wasim,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-09-01,2019-10-01
2826,Babar Azam,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-09-01,2019-10-01
2827,Haris Sohail,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-09-01,2019-10-01
2828,Imam-ul-Haq,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-09-01,2019-10-01
2829,Mohammad Amir,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-09-01,2019-10-01
2830,Shadab Khan,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-09-01,2019-10-01
2831,Usman Shinwari,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-09-01,2019-10-01
2832,Wahab Riaz,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-09-01,2019-10-01
2833,Haris Sohail,1,1,2,2,0,0.0,2,,2.0,,Pakistan,2019-10-01,2019-11-01
2834,Iftikhar Ahmed,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-10-01,2019-11-01
2835,Mohammad Nawaz (3),1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-10-01,2019-11-01
2836,Sarfaraz Ahmed,1,1,1,1,0,1.0,0,,1.0,,Pakistan,2019-10-01,2019-11-01
2837,Abid Ali,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-10-01,2019-11-01
2838,Babar Azam,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-10-01,2019-11-01
2839,Fakhar Zaman,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-10-01,2019-11-01
2840,Mohammad Amir,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-10-01,2019-11-01
2841,Shadab Khan,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-10-01,2019-11-01
2842,Usman Shinwari,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-10-01,2019-11-01
2843,Wahab Riaz,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-10-01,2019-11-01
2844,Sharafuddin Ashraf,2,2,3,3,0,0.0,3,,1.5,,Afghanistan,2019-11-01,2019-12-01
2845,Ibrahim Zadran,1,1,1,1,0,0.0,1,,1.0,,Afghanistan,2019-11-01,2019-12-01
2846,Ikram Alikhil,3,3,1,1,0,1.0,0,,0.333,,Afghanistan,2019-11-01,2019-12-01
2847,Javed Ahmadi,2,2,1,1,0,0.0,1,,0.5,,Afghanistan,2019-11-01,2019-12-01
2848,Najibullah Zadran,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2019-11-01,2019-12-01
2849,Rashid Khan,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2019-11-01,2019-12-01
2850,Asghar Afghan,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-11-01,2019-12-01
2851,Gulbadin Naib,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-11-01,2019-12-01
2852,Hazratullah Zazai,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-11-01,2019-12-01
2853,Mohammad Nabi,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-11-01,2019-12-01
2854,Mujeeb Ur Rahman,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-11-01,2019-12-01
2855,Naveen-ul-Haq,2,2,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-11-01,2019-12-01
2856,Rahmat Shah,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-11-01,2019-12-01
2857,Yamin Ahmadzai,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-11-01,2019-12-01
2858,SS Iyer,3,3,2,2,0,0.0,2,,0.666,,India,2019-12-01,2020-01-01
2859,V Kohli,3,3,2,2,0,0.0,2,,0.666,,India,2019-12-01,2020-01-01
2860,Kuldeep Yadav,3,3,2,2,0,0.0,2,,0.666,,India,2019-12-01,2020-01-01
2861,RR Pant,3,3,2,1,1,1.0,0,,0.666,,India,2019-12-01,2020-01-01
2862,RA Jadeja,3,3,1,1,0,0.0,1,,0.333,,India,2019-12-01,2020-01-01
2863,KM Jadhav,3,3,1,1,0,0.0,1,,0.333,,India,2019-12-01,2020-01-01
2864,NA Saini,1,1,1,1,0,0.0,1,,1.0,,India,2019-12-01,2020-01-01
2865,DL Chahar,2,2,0,0,0,0.0,0,0.0,0.0,,India,2019-12-01,2020-01-01
2866,S Dube,1,1,0,0,0,0.0,0,0.0,0.0,,India,2019-12-01,2020-01-01
2867,Mohammed Shami,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-12-01,2020-01-01
2868,KL Rahul,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-12-01,2020-01-01
2869,RG Sharma,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-12-01,2020-01-01
2870,SN Thakur,2,2,0,0,0,0.0,0,0.0,0.0,,India,2019-12-01,2020-01-01
2871,KL Rahul,3,3,5,4,1,4.0,0,,1.666,,India,2020-01-01,2020-02-01
2872,SS Iyer,3,3,2,2,0,0.0,2,,0.666,,India,2020-01-01,2020-02-01
2873,V Kohli,3,3,2,2,0,0.0,2,,0.666,,India,2020-01-01,2020-02-01
2874,Mohammed Shami,3,3,1,1,0,0.0,1,,0.333,,India,2020-01-01,2020-02-01
2875,MK Pandey,2,2,1,1,0,0.0,1,,0.5,,India,2020-01-01,2020-02-01
2876,JJ Bumrah,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-01-01,2020-02-01
2877,S Dhawan,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-01-01,2020-02-01
2878,RA Jadeja,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-01-01,2020-02-01
2879,Kuldeep Yadav,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-01-01,2020-02-01
2880,RR Pant,1,1,0,0,0,0.0,0,0.0,0.0,,India,2020-01-01,2020-02-01
2881,NA Saini,2,2,0,0,0,0.0,0,0.0,0.0,,India,2020-01-01,2020-02-01
2882,RG Sharma,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-01-01,2020-02-01
2883,SN Thakur,1,1,0,0,0,0.0,0,0.0,0.0,,India,2020-01-01,2020-02-01
2884,AT Carey,3,3,3,3,0,3.0,0,,1.0,,Australia,2020-01-01,2020-02-01
2885,MA Starc,3,3,3,3,0,0.0,3,,1.0,,Australia,2020-01-01,2020-02-01
2886,AC Agar,3,3,2,2,0,0.0,2,,0.666,,Australia,2020-01-01,2020-02-01
2887,SPD Smith,3,3,1,1,0,0.0,1,,0.333,,Australia,2020-01-01,2020-02-01
2888,AJ Turner,3,3,1,1,0,0.0,1,,0.333,,Australia,2020-01-01,2020-02-01
2889,DA Warner,3,3,1,1,0,0.0,1,,0.333,,Australia,2020-01-01,2020-02-01
2890,A Zampa,3,3,1,1,0,0.0,1,,0.333,,Australia,2020-01-01,2020-02-01
2891,PJ Cummins,3,3,0,0,0,0.0,0,0.0,0.0,,Australia,2020-01-01,2020-02-01
2892,AJ Finch,3,3,0,0,0,0.0,0,0.0,0.0,,Australia,2020-01-01,2020-02-01
2893,JR Hazlewood,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-01-01,2020-02-01
2894,M Labuschagne,3,3,0,0,0,0.0,0,0.0,0.0,,Australia,2020-01-01,2020-02-01
2895,KW Richardson,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2020-01-01,2020-02-01
2896,KM Jadhav,2,2,2,2,0,0.0,2,,1.0,,India,2020-02-01,2020-03-01
2897,V Kohli,3,3,2,2,0,0.0,2,,0.666,,India,2020-02-01,2020-03-01
2898,KL Rahul,3,3,2,1,1,1.0,0,,0.666,,India,2020-02-01,2020-03-01
2899,NA Saini,2,2,2,2,0,0.0,2,,1.0,,India,2020-02-01,2020-03-01
2900,MA Agarwal,3,3,1,1,0,0.0,1,,0.333,,India,2020-02-01,2020-03-01
2901,YS Chahal,2,2,1,1,0,0.0,1,,0.5,,India,2020-02-01,2020-03-01
2902,SS Iyer,3,3,1,1,0,0.0,1,,0.333,,India,2020-02-01,2020-03-01
2903,Mohammed Shami,1,1,1,1,0,0.0,1,,1.0,,India,2020-02-01,2020-03-01
2904,JJ Bumrah,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-02-01,2020-03-01
2905,RA Jadeja,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-02-01,2020-03-01
2906,Kuldeep Yadav,1,1,0,0,0,0.0,0,0.0,0.0,,India,2020-02-01,2020-03-01
2907,MK Pandey,1,1,0,0,0,0.0,0,0.0,0.0,,India,2020-02-01,2020-03-01
2908,PP Shaw,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-02-01,2020-03-01
2909,SN Thakur,3,3,0,0,0,0.0,0,0.0,0.0,,India,2020-02-01,2020-03-01
2910,Mahmudullah,1,1,2,2,0,0.0,2,,2.0,,Bangladesh,2020-02-01,2020-03-01
2911,Mashrafe Mortaza,1,1,1,1,0,0.0,1,,1.0,,Bangladesh,2020-02-01,2020-03-01
2912,Mehidy Hasan Miraz,1,1,1,1,0,0.0,1,,1.0,,Bangladesh,2020-02-01,2020-03-01
2913,Mohammad Saifuddin,1,1,1,1,0,0.0,1,,1.0,,Bangladesh,2020-02-01,2020-03-01
2914,Litton Das,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-02-01,2020-03-01
2915,Mohammad Mithun,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-02-01,2020-03-01
2916,Mushfiqur Rahim,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-02-01,2020-03-01
2917,Mustafizur Rahman,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-02-01,2020-03-01
2918,Najmul Hossain Shanto,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-02-01,2020-03-01
2919,Taijul Islam,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-02-01,2020-03-01
2920,Tamim Iqbal,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-02-01,2020-03-01
2921,C de Grandhomme,3,3,3,3,0,0.0,3,,1.0,,New Zealand,2020-02-01,2020-03-01
2922,KA Jamieson,2,2,2,2,0,0.0,2,,1.0,,New Zealand,2020-02-01,2020-03-01
2923,TWM Latham,3,3,2,2,0,2.0,0,,0.666,,New Zealand,2020-02-01,2020-03-01
2924,MJ Santner,2,2,2,2,0,0.0,2,,1.0,,New Zealand,2020-02-01,2020-03-01
2925,TA Blundell,2,2,1,1,0,0.0,1,,0.5,,New Zealand,2020-02-01,2020-03-01
2926,HM Nicholls,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2020-02-01,2020-03-01
2927,LRPL Taylor,3,3,1,1,0,0.0,1,,0.333,,New Zealand,2020-02-01,2020-03-01
2928,HK Bennett,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2020-02-01,2020-03-01
2929,MS Chapman,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2020-02-01,2020-03-01
2930,MJ Guptill,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2020-02-01,2020-03-01
2931,JDS Neesham,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2020-02-01,2020-03-01
2932,IS Sodhi,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2020-02-01,2020-03-01
2933,TG Southee,3,3,0,0,0,0.0,0,0.0,0.0,,New Zealand,2020-02-01,2020-03-01
2934,KS Williamson,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2020-02-01,2020-03-01
2935,JM Bairstow,3,3,1,1,0,1.0,0,,0.333,,England,2020-02-01,2020-03-01
2936,MM Ali,1,1,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2937,T Banton,3,3,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2938,SM Curran,2,2,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2939,TK Curran,3,3,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2940,JL Denly,3,3,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2941,CJ Jordan,3,3,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2942,S Mahmood,1,1,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2943,EJG Morgan,3,3,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2944,MW Parkinson,2,2,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2945,AU Rashid,1,1,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2946,JE Root,3,3,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2947,JJ Roy,3,3,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2948,CR Woakes,2,2,0,0,0,0.0,0,0.0,0.0,,England,2020-02-01,2020-03-01
2949,AT Carey,1,1,2,2,0,2.0,0,,2.0,,Australia,2020-02-01,2020-03-01
2950,MR Marsh,1,1,1,1,0,0.0,1,,1.0,,Australia,2020-02-01,2020-03-01
2951,PJ Cummins,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2952,AJ Finch,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2953,JR Hazlewood,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2954,M Labuschagne,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2955,DJM Short,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2956,SPD Smith,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2957,MA Starc,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2958,DA Warner,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2959,A Zampa,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2020-02-01,2020-03-01
2960,Q de Kock,4,3,4,3,1,3.0,0,,1.333,,South Africa,2020-02-01,2020-03-01
2961,T Bavuma,4,3,3,3,0,0.0,3,,1.0,,South Africa,2020-02-01,2020-03-01
2962,K Verreynne,1,1,3,3,0,0.0,3,,3.0,,South Africa,2020-02-01,2020-03-01
2963,RR Hendricks,3,2,2,2,0,0.0,2,,1.0,,South Africa,2020-02-01,2020-03-01
2964,L Ngidi,3,3,2,2,0,0.0,2,,0.666,,South Africa,2020-02-01,2020-03-01
2965,AL Phehlukwayo,4,3,2,2,0,0.0,2,,0.666,,South Africa,2020-02-01,2020-03-01
2966,BE Hendricks,3,2,1,1,0,0.0,1,,0.5,,South Africa,2020-02-01,2020-03-01
2967,DA Miller,4,3,1,1,0,0.0,1,,0.333,,South Africa,2020-02-01,2020-03-01
2968,L Sipamla,3,2,1,1,0,0.0,1,,0.5,,South Africa,2020-02-01,2020-03-01
2969,H Klaasen,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2020-02-01,2020-03-01
2970,KA Maharaj,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2020-02-01,2020-03-01
2971,JN Malan,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2020-02-01,2020-03-01
2972,A Nortje,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2020-02-01,2020-03-01
2973,T Shamsi,4,3,0,0,0,0.0,0,0.0,0.0,,South Africa,2020-02-01,2020-03-01
2974,JT Smuts,3,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2020-02-01,2020-03-01
2975,HE van der Dussen,3,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2020-02-01,2020-03-01
2976,BC Fortuin,1,,,,,,,,,,South Africa,2020-02-01,2020-03-01
2977,Litton Das,3,3,3,3,0,1.0,2,,1.0,,Bangladesh,2020-03-01,2020-04-01
2978,Mahmudullah,3,3,3,3,0,0.0,3,,1.0,,Bangladesh,2020-03-01,2020-04-01
2979,Mehidy Hasan Miraz,3,3,2,2,0,0.0,2,,0.666,,Bangladesh,2020-03-01,2020-04-01
2980,Mohammad Naim,1,1,2,2,0,0.0,2,,2.0,,Bangladesh,2020-03-01,2020-04-01
2981,Mashrafe Mortaza,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2020-03-01,2020-04-01
2982,Mohammad Mithun,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2020-03-01,2020-04-01
2983,Mohammad Saifuddin,2,2,1,1,0,0.0,1,,0.5,,Bangladesh,2020-03-01,2020-04-01
2984,Afif Hossain,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-03-01,2020-04-01
2985,Al-Amin Hossain,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-03-01,2020-04-01
2986,Mushfiqur Rahim,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-03-01,2020-04-01
2987,Mustafizur Rahman,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-03-01,2020-04-01
2988,Najmul Hossain Shanto,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-03-01,2020-04-01
2989,Shafiul Islam,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-03-01,2020-04-01
2990,Taijul Islam,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2020-03-01,2020-04-01
