,Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,Team,Start Date,End Date
2471,Gulbadin Naib,2,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2472,Hashmatullah Shahidi,2,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2473,Javed Ahmadi,2,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2474,Mohammad Nabi,4,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2475,Najibullah Zadran,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2476,Noor Ali Zadran,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2477,Rahmat Shah,4,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2478,Samiullah Shinwari,2,2,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2479,Shapoor Zadran,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2480,Zahir Khan,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-03-01,2019-04-01
2481,Sayed Shirzad,1,,,,,,,,,,Afghanistan,2019-03-01,2019-04-01
2482,Q de Kock,5,5,8,7,1,7.0,0,,1.6,,South Africa,2019-03-01,2019-04-01
2483,Imran Tahir,4,4,5,5,0,0.0,5,,1.25,,South Africa,2019-03-01,2019-04-01
2484,F du Plessis,5,5,4,4,0,0.0,4,,0.8,,South Africa,2019-03-01,2019-04-01
2485,JP Duminy,2,2,3,3,0,0.0,3,,1.5,,South Africa,2019-03-01,2019-04-01
2486,DA Miller,4,4,3,3,0,0.0,3,,0.75,,South Africa,2019-03-01,2019-04-01
2487,T Shamsi,2,2,3,3,0,0.0,3,,1.5,,South Africa,2019-03-01,2019-04-01
2488,A Nortje,4,4,2,2,0,0.0,2,,0.5,,South Africa,2019-03-01,2019-04-01
2489,HE van der Dussen,4,4,2,2,0,0.0,2,,0.5,,South Africa,2019-03-01,2019-04-01
2490,RR Hendricks,4,4,1,1,0,0.0,1,,0.25,,South Africa,2019-03-01,2019-04-01
2491,AK Markram,2,2,1,1,0,0.0,1,,0.5,,South Africa,2019-03-01,2019-04-01
2492,PWA Mulder,2,2,1,1,0,0.0,1,,0.5,,South Africa,2019-03-01,2019-04-01
2493,L Ngidi,5,5,1,1,0,0.0,1,,0.2,,South Africa,2019-03-01,2019-04-01
2494,K Rabada,4,4,1,1,0,0.0,1,,0.25,,South Africa,2019-03-01,2019-04-01
2495,AL Phehlukwayo,4,4,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-03-01,2019-04-01
2496,D Pretorius,3,3,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-03-01,2019-04-01
2497,DW Steyn,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-03-01,2019-04-01
2498,Fakhar Zaman,6,5,4,4,0,0.0,4,,0.8,,Pakistan,2019-05-01,2019-06-01
2499,Babar Azam,6,5,3,3,0,0.0,3,,0.6,,Pakistan,2019-05-01,2019-06-01
2500,Abid Ali,1,1,2,2,0,0.0,2,,2.0,,Pakistan,2019-05-01,2019-06-01
2501,Asif Ali,5,4,2,2,0,0.0,2,,0.5,,Pakistan,2019-05-01,2019-06-01
2502,Mohammad Hafeez,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2019-05-01,2019-06-01
2503,Haris Sohail,4,3,1,1,0,0.0,1,,0.333,,Pakistan,2019-05-01,2019-06-01
2504,Imad Wasim,6,5,1,1,0,0.0,1,,0.2,,Pakistan,2019-05-01,2019-06-01
2505,Junaid Khan,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2019-05-01,2019-06-01
2506,Mohammad Hasnain,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2019-05-01,2019-06-01
2507,Sarfaraz Ahmed,6,5,1,1,0,1.0,0,,0.2,,Pakistan,2019-05-01,2019-06-01
2508,Shadab Khan,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-05-01,2019-06-01
2509,Shaheen Shah Afridi,4,3,1,1,0,0.0,1,,0.333,,Pakistan,2019-05-01,2019-06-01
2510,Faheem Ashraf,3,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-05-01,2019-06-01
2511,Hasan Ali,6,5,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-05-01,2019-06-01
2512,Imam-ul-Haq,5,4,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-05-01,2019-06-01
2513,Mohammad Amir,2,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-05-01,2019-06-01
2514,Shoaib Malik,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-05-01,2019-06-01
2515,Wahab Riaz,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-05-01,2019-06-01
2516,Yasir Shah,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-05-01,2019-06-01
2517,Mushfiqur Rahim,4,4,5,5,0,5.0,0,,1.25,,Bangladesh,2019-05-01,2019-06-01
2518,Litton Das,1,1,3,3,0,0.0,3,,3.0,,Bangladesh,2019-05-01,2019-06-01
2519,Mahmudullah,4,4,2,2,0,0.0,2,,0.5,,Bangladesh,2019-05-01,2019-06-01
2520,Sabbir Rahman,4,4,2,2,0,0.0,2,,0.5,,Bangladesh,2019-05-01,2019-06-01
2521,Shakib Al Hasan,3,3,2,2,0,0.0,2,,0.666,,Bangladesh,2019-05-01,2019-06-01
2522,Soumya Sarkar,3,3,2,2,0,0.0,2,,0.666,,Bangladesh,2019-05-01,2019-06-01
2523,Mohammad Mithun,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2019-05-01,2019-06-01
2524,Mosaddek Hossain,2,2,1,1,0,0.0,1,,0.5,,Bangladesh,2019-05-01,2019-06-01
2525,Mustafizur Rahman,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2019-05-01,2019-06-01
2526,Tamim Iqbal,4,4,1,1,0,0.0,1,,0.25,,Bangladesh,2019-05-01,2019-06-01
2527,Abu Jayed,2,2,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-05-01,2019-06-01
2528,Mashrafe Mortaza,4,4,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-05-01,2019-06-01
2529,Mehidy Hasan Miraz,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-05-01,2019-06-01
2530,Mohammad Saifuddin,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-05-01,2019-06-01
2531,Rubel Hossain,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-05-01,2019-06-01
2532,TA Boult,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2019-05-01,2019-06-01
2533,C de Grandhomme,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2019-05-01,2019-06-01
2534,MJ Guptill,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2019-05-01,2019-06-01
2535,MJ Henry,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2019-05-01,2019-06-01
2536,TWM Latham,1,1,1,1,0,1.0,0,,1.0,,New Zealand,2019-05-01,2019-06-01
2537,JDS Neesham,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2019-05-01,2019-06-01
2538,MJ Santner,1,1,1,1,0,0.0,1,,1.0,,New Zealand,2019-05-01,2019-06-01
2539,LH Ferguson,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-05-01,2019-06-01
2540,C Munro,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-05-01,2019-06-01
2541,LRPL Taylor,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-05-01,2019-06-01
2542,KS Williamson,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-05-01,2019-06-01
2543,JE Root,7,7,7,7,0,0.0,7,,1.0,,England,2019-05-01,2019-06-01
2544,JC Buttler,5,5,6,5,1,5.0,0,,1.2,,England,2019-05-01,2019-06-01
2545,BA Stokes,6,6,5,5,0,0.0,5,,0.833,,England,2019-05-01,2019-06-01
2546,MM Ali,5,5,3,3,0,0.0,3,,0.6,,England,2019-05-01,2019-06-01
2547,BT Foakes,1,1,3,2,1,2.0,0,,3.0,,England,2019-05-01,2019-06-01
2548,JC Archer,4,4,2,2,0,0.0,2,,0.5,,England,2019-05-01,2019-06-01
2549,JL Denly,4,4,2,2,0,0.0,2,,0.5,,England,2019-05-01,2019-06-01
2550,EJG Morgan,6,6,2,2,0,0.0,2,,0.333,,England,2019-05-01,2019-06-01
2551,AU Rashid,6,6,2,2,0,0.0,2,,0.333,,England,2019-05-01,2019-06-01
2552,DJ Willey,4,4,2,2,0,0.0,2,,0.5,,England,2019-05-01,2019-06-01
2553,MA Wood,1,1,2,2,0,0.0,2,,2.0,,England,2019-05-01,2019-06-01
2554,JM Bairstow,5,5,1,1,0,0.0,1,,0.2,,England,2019-05-01,2019-06-01
2555,LE Plunkett,5,5,1,1,0,0.0,1,,0.2,,England,2019-05-01,2019-06-01
2556,JJ Roy,4,4,1,1,0,0.0,1,,0.25,,England,2019-05-01,2019-06-01
2557,CR Woakes,5,5,1,1,0,0.0,1,,0.2,,England,2019-05-01,2019-06-01
2558,TK Curran,4,4,0,0,0,0.0,0,0.0,0.0,,England,2019-05-01,2019-06-01
2559,DJ Malan,1,1,0,0,0,0.0,0,0.0,0.0,,England,2019-05-01,2019-06-01
2560,JM Vince,4,4,0,0,0,0.0,0,0.0,0.0,,England,2019-05-01,2019-06-01
2561,AT Carey,1,1,5,4,1,4.0,0,,5.0,,Australia,2019-05-01,2019-06-01
2562,SPD Smith,1,1,1,1,0,0.0,1,,1.0,,Australia,2019-05-01,2019-06-01
2563,NM Coulter-Nile,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2564,PJ Cummins,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2565,AJ Finch,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2566,UT Khawaja,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2567,GJ Maxwell,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2568,MA Starc,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2569,MP Stoinis,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2570,DA Warner,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2571,A Zampa,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2019-05-01,2019-06-01
2572,Asghar Afghan,3,3,3,3,0,0.0,3,,1.0,,Afghanistan,2019-05-01,2019-06-01
2573,Mohammad Shahzad,4,4,3,3,0,3.0,0,,0.75,,Afghanistan,2019-05-01,2019-06-01
2574,Najibullah Zadran,3,3,3,3,0,0.0,3,,1.0,,Afghanistan,2019-05-01,2019-06-01
2575,Gulbadin Naib,4,4,2,2,0,0.0,2,,0.5,,Afghanistan,2019-05-01,2019-06-01
2576,Mujeeb Ur Rahman,3,3,2,2,0,0.0,2,,0.666,,Afghanistan,2019-05-01,2019-06-01
2577,Rashid Khan,3,3,2,2,0,0.0,2,,0.666,,Afghanistan,2019-05-01,2019-06-01
2578,Dawlat Zadran,4,4,1,1,0,0.0,1,,0.25,,Afghanistan,2019-05-01,2019-06-01
2579,Hashmatullah Shahidi,4,4,1,1,0,0.0,1,,0.25,,Afghanistan,2019-05-01,2019-06-01
2580,Hazratullah Zazai,3,3,1,1,0,0.0,1,,0.333,,Afghanistan,2019-05-01,2019-06-01
2581,Rahmat Shah,4,4,1,1,0,0.0,1,,0.25,,Afghanistan,2019-05-01,2019-06-01
2582,Aftab Alam,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-05-01,2019-06-01
2583,Hamid Hassan,2,2,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-05-01,2019-06-01
2584,Mohammad Nabi,2,2,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-05-01,2019-06-01
2585,Noor Ali Zadran,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-05-01,2019-06-01
2586,Sharafuddin Ashraf,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-05-01,2019-06-01
2587,F du Plessis,1,1,3,3,0,0.0,3,,3.0,,South Africa,2019-05-01,2019-06-01
2588,HM Amla,1,1,1,1,0,0.0,1,,1.0,,South Africa,2019-05-01,2019-06-01
2589,Q de Kock,1,1,1,1,0,1.0,0,,1.0,,South Africa,2019-05-01,2019-06-01
2590,JP Duminy,1,1,1,1,0,0.0,1,,1.0,,South Africa,2019-05-01,2019-06-01
2591,AK Markram,1,1,1,1,0,0.0,1,,1.0,,South Africa,2019-05-01,2019-06-01
2592,Imran Tahir,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-05-01,2019-06-01
2593,L Ngidi,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-05-01,2019-06-01
2594,AL Phehlukwayo,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-05-01,2019-06-01
2595,D Pretorius,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-05-01,2019-06-01
2596,K Rabada,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-05-01,2019-06-01
2597,HE van der Dussen,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-05-01,2019-06-01
2598,YS Chahal,6,6,4,4,0,0.0,4,,0.666,,India,2019-06-01,2019-07-01
2599,MS Dhoni,6,6,4,2,2,2.0,0,,0.666,,India,2019-06-01,2019-07-01
2600,KM Jadhav,6,6,4,4,0,0.0,4,,0.666,,India,2019-06-01,2019-07-01
2601,V Kohli,6,6,3,3,0,0.0,3,,0.5,,India,2019-06-01,2019-07-01
2602,RG Sharma,6,6,3,3,0,0.0,3,,0.5,,India,2019-06-01,2019-07-01
2603,Mohammed Shami,3,3,2,2,0,0.0,2,,0.666,,India,2019-06-01,2019-07-01
2604,HH Pandya,6,6,2,2,0,0.0,2,,0.333,,India,2019-06-01,2019-07-01
2605,V Shankar,3,3,2,2,0,0.0,2,,0.666,,India,2019-06-01,2019-07-01
2606,JJ Bumrah,6,6,1,1,0,0.0,1,,0.166,,India,2019-06-01,2019-07-01
2607,B Kumar,3,3,1,1,0,0.0,1,,0.333,,India,2019-06-01,2019-07-01
2608,RR Pant,1,1,1,1,0,0.0,1,,1.0,,India,2019-06-01,2019-07-01
2609,KL Rahul,6,6,1,1,0,0.0,1,,0.166,,India,2019-06-01,2019-07-01
2610,S Dhawan,2,2,0,0,0,0.0,0,0.0,0.0,,India,2019-06-01,2019-07-01
2611,Kuldeep Yadav,6,6,0,0,0,0.0,0,0.0,0.0,,India,2019-06-01,2019-07-01
2612,Sarfaraz Ahmed,6,6,12,12,0,12.0,0,,2.0,,Pakistan,2019-06-01,2019-07-01
2613,Mohammad Hafeez,6,6,4,4,0,0.0,4,,0.666,,Pakistan,2019-06-01,2019-07-01
2614,Wahab Riaz,6,6,4,4,0,0.0,4,,0.666,,Pakistan,2019-06-01,2019-07-01
2615,Babar Azam,6,6,3,3,0,0.0,3,,0.5,,Pakistan,2019-06-01,2019-07-01
2616,Fakhar Zaman,6,6,2,2,0,0.0,2,,0.333,,Pakistan,2019-06-01,2019-07-01
2617,Imam-ul-Haq,6,6,2,2,0,0.0,2,,0.333,,Pakistan,2019-06-01,2019-07-01
2618,Shoaib Malik,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2019-06-01,2019-07-01
2619,Asif Ali,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2019-06-01,2019-07-01
2620,Haris Sohail,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2019-06-01,2019-07-01
2621,Imad Wasim,4,4,1,1,0,0.0,1,,0.25,,Pakistan,2019-06-01,2019-07-01
2622,Mohammad Amir,6,6,1,1,0,0.0,1,,0.166,,Pakistan,2019-06-01,2019-07-01
2623,Hasan Ali,3,3,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-06-01,2019-07-01
2624,Shadab Khan,5,5,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-06-01,2019-07-01
2625,Shaheen Shah Afridi,4,4,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-06-01,2019-07-01
2626,Mushfiqur Rahim,6,6,8,6,2,6.0,0,,1.333,,Bangladesh,2019-06-01,2019-07-01
2627,Soumya Sarkar,6,6,5,5,0,0.0,5,,0.833,,Bangladesh,2019-06-01,2019-07-01
2628,Mashrafe Mortaza,6,6,3,3,0,0.0,3,,0.5,,Bangladesh,2019-06-01,2019-07-01
2629,Mehidy Hasan Miraz,6,6,3,3,0,0.0,3,,0.5,,Bangladesh,2019-06-01,2019-07-01
2630,Tamim Iqbal,6,6,3,3,0,0.0,3,,0.5,,Bangladesh,2019-06-01,2019-07-01
2631,Litton Das,3,3,2,2,0,0.0,2,,0.666,,Bangladesh,2019-06-01,2019-07-01
2632,Rubel Hossain,1,1,2,2,0,0.0,2,,2.0,,Bangladesh,2019-06-01,2019-07-01
2633,Mahmudullah,6,6,1,1,0,0.0,1,,0.166,,Bangladesh,2019-06-01,2019-07-01
2634,Mohammad Saifuddin,5,5,1,1,0,0.0,1,,0.2,,Bangladesh,2019-06-01,2019-07-01
2635,Mosaddek Hossain,5,5,1,1,0,0.0,1,,0.2,,Bangladesh,2019-06-01,2019-07-01
2636,Shakib Al Hasan,6,6,1,1,0,0.0,1,,0.166,,Bangladesh,2019-06-01,2019-07-01
2637,Mohammad Mithun,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-06-01,2019-07-01
2638,Mustafizur Rahman,6,6,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-06-01,2019-07-01
2639,Sabbir Rahman,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2019-06-01,2019-07-01
2640,TWM Latham,7,7,14,14,0,14.0,0,,2.0,,New Zealand,2019-06-01,2019-07-01
2641,MJ Guptill,7,7,8,8,0,0.0,8,,1.142,,New Zealand,2019-06-01,2019-07-01
2642,TA Boult,7,7,6,6,0,0.0,6,,0.857,,New Zealand,2019-06-01,2019-07-01
2643,JDS Neesham,7,7,3,3,0,0.0,3,,0.428,,New Zealand,2019-06-01,2019-07-01
2644,C de Grandhomme,7,7,2,2,0,0.0,2,,0.285,,New Zealand,2019-06-01,2019-07-01
2645,MJ Henry,6,6,2,2,0,0.0,2,,0.333,,New Zealand,2019-06-01,2019-07-01
2646,C Munro,6,6,2,2,0,0.0,2,,0.333,,New Zealand,2019-06-01,2019-07-01
2647,KS Williamson,7,7,2,2,0,0.0,2,,0.285,,New Zealand,2019-06-01,2019-07-01
2648,LH Ferguson,7,7,1,1,0,0.0,1,,0.142,,New Zealand,2019-06-01,2019-07-01
2649,MJ Santner,7,7,1,1,0,0.0,1,,0.142,,New Zealand,2019-06-01,2019-07-01
2650,HM Nicholls,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-06-01,2019-07-01
2651,IS Sodhi,1,1,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-06-01,2019-07-01
2652,LRPL Taylor,7,7,0,0,0,0.0,0,0.0,0.0,,New Zealand,2019-06-01,2019-07-01
2653,JM Bairstow,7,7,8,8,0,4.0,4,,1.142,,England,2019-06-01,2019-07-01
2654,JC Buttler,7,7,8,7,1,7.0,0,,1.142,,England,2019-06-01,2019-07-01
2655,CR Woakes,7,7,8,8,0,0.0,8,,1.142,,England,2019-06-01,2019-07-01
2656,JE Root,7,7,7,7,0,0.0,7,,1.0,,England,2019-06-01,2019-07-01
2657,EJG Morgan,7,7,3,3,0,0.0,3,,0.428,,England,2019-06-01,2019-07-01
2658,AU Rashid,7,7,3,3,0,0.0,3,,0.428,,England,2019-06-01,2019-07-01
2659,JC Archer,7,7,2,2,0,0.0,2,,0.285,,England,2019-06-01,2019-07-01
2660,MM Ali,4,4,1,1,0,0.0,1,,0.25,,England,2019-06-01,2019-07-01
2661,JJ Roy,4,4,1,1,0,0.0,1,,0.25,,England,2019-06-01,2019-07-01
2662,BA Stokes,7,7,1,1,0,0.0,1,,0.142,,England,2019-06-01,2019-07-01
2663,LE Plunkett,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-06-01,2019-07-01
2664,JM Vince,3,3,0,0,0,0.0,0,0.0,0.0,,England,2019-06-01,2019-07-01
2665,MA Wood,7,7,0,0,0,0.0,0,0.0,0.0,,England,2019-06-01,2019-07-01
2666,AT Carey,8,8,18,17,1,17.0,0,,2.25,,Australia,2019-06-01,2019-07-01
2667,AJ Finch,8,8,5,5,0,0.0,5,,0.625,,Australia,2019-06-01,2019-07-01
2668,UT Khawaja,8,8,5,5,0,0.0,5,,0.625,,Australia,2019-06-01,2019-07-01
2669,PJ Cummins,8,8,4,4,0,0.0,4,,0.5,,Australia,2019-06-01,2019-07-01
2670,DA Warner,8,8,4,4,0,0.0,4,,0.5,,Australia,2019-06-01,2019-07-01
2671,GJ Maxwell,8,8,3,3,0,0.0,3,,0.375,,Australia,2019-06-01,2019-07-01
2672,SPD Smith,8,8,3,3,0,0.0,3,,0.375,,Australia,2019-06-01,2019-07-01
2673,KW Richardson,2,2,2,2,0,0.0,2,,1.0,,Australia,2019-06-01,2019-07-01
2674,MP Stoinis,6,6,2,2,0,0.0,2,,0.333,,Australia,2019-06-01,2019-07-01
2675,JP Behrendorff,3,3,1,1,0,0.0,1,,0.333,,Australia,2019-06-01,2019-07-01
2676,NM Lyon,2,2,1,1,0,0.0,1,,0.5,,Australia,2019-06-01,2019-07-01
2677,MA Starc,8,8,1,1,0,0.0,1,,0.125,,Australia,2019-06-01,2019-07-01
2678,A Zampa,4,4,1,1,0,0.0,1,,0.25,,Australia,2019-06-01,2019-07-01
2679,NM Coulter-Nile,5,5,0,0,0,0.0,0,0.0,0.0,,Australia,2019-06-01,2019-07-01
2680,SE Marsh,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2019-06-01,2019-07-01
2681,Rahmat Shah,8,8,5,5,0,0.0,5,,0.625,,Afghanistan,2019-06-01,2019-07-01
2682,Mohammad Nabi,8,8,4,4,0,0.0,4,,0.5,,Afghanistan,2019-06-01,2019-07-01
2683,Ikram Alikhil,6,6,3,1,2,1.0,0,,0.5,,Afghanistan,2019-06-01,2019-07-01
2684,Hashmatullah Shahidi,8,8,2,2,0,0.0,2,,0.25,,Afghanistan,2019-06-01,2019-07-01
2685,Hazratullah Zazai,5,5,2,2,0,0.0,2,,0.4,,Afghanistan,2019-06-01,2019-07-01
2686,Mohammad Shahzad,2,2,2,2,0,2.0,0,,1.0,,Afghanistan,2019-06-01,2019-07-01
2687,Mujeeb Ur Rahman,6,6,2,2,0,0.0,2,,0.333,,Afghanistan,2019-06-01,2019-07-01
2688,Najibullah Zadran,7,7,2,2,0,0.0,2,,0.285,,Afghanistan,2019-06-01,2019-07-01
2689,Gulbadin Naib,8,8,1,1,0,0.0,1,,0.125,,Afghanistan,2019-06-01,2019-07-01
2690,Hamid Hassan,5,5,1,1,0,0.0,1,,0.2,,Afghanistan,2019-06-01,2019-07-01
2691,Aftab Alam,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-06-01,2019-07-01
2692,Asghar Afghan,5,5,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-06-01,2019-07-01
2693,Dawlat Zadran,4,4,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-06-01,2019-07-01
2694,Noor Ali Zadran,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-06-01,2019-07-01
2695,Rashid Khan,8,8,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-06-01,2019-07-01
2696,Samiullah Shinwari,2,2,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2019-06-01,2019-07-01
2697,Q de Kock,7,6,7,7,0,7.0,0,,1.166,,South Africa,2019-06-01,2019-07-01
2698,F du Plessis,7,6,7,7,0,0.0,7,,1.166,,South Africa,2019-06-01,2019-07-01
2699,HM Amla,6,5,3,3,0,0.0,3,,0.6,,South Africa,2019-06-01,2019-07-01
2700,K Rabada,7,6,3,3,0,0.0,3,,0.5,,South Africa,2019-06-01,2019-07-01
2701,HE van der Dussen,7,6,3,3,0,0.0,3,,0.5,,South Africa,2019-06-01,2019-07-01
2702,Imran Tahir,7,6,2,2,0,0.0,2,,0.333,,South Africa,2019-06-01,2019-07-01
2703,CH Morris,7,6,2,2,0,0.0,2,,0.333,,South Africa,2019-06-01,2019-07-01
2704,AK Markram,6,5,1,1,0,0.0,1,,0.2,,South Africa,2019-06-01,2019-07-01
2705,L Ngidi,3,3,1,1,0,0.0,1,,0.333,,South Africa,2019-06-01,2019-07-01
2706,AL Phehlukwayo,7,6,1,1,0,0.0,1,,0.166,,South Africa,2019-06-01,2019-07-01
2707,D Pretorius,1,1,1,1,0,0.0,1,,1.0,,South Africa,2019-06-01,2019-07-01
2708,JP Duminy,3,3,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-06-01,2019-07-01
2709,BE Hendricks,2,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-06-01,2019-07-01
2710,DA Miller,6,5,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-06-01,2019-07-01
2711,T Shamsi,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2019-06-01,2019-07-01
2712,MS Dhoni,3,3,6,5,1,5.0,0,,2.0,,India,2019-07-01,2019-08-01
2713,RA Jadeja,2,2,3,3,0,0.0,3,,1.5,,India,2019-07-01,2019-08-01
2714,KD Karthik,3,3,3,3,0,0.0,3,,1.0,,India,2019-07-01,2019-08-01
2715,V Kohli,3,3,3,3,0,0.0,3,,1.0,,India,2019-07-01,2019-08-01
2716,Mohammed Shami,1,1,1,1,0,0.0,1,,1.0,,India,2019-07-01,2019-08-01
2717,HH Pandya,3,3,1,1,0,0.0,1,,0.333,,India,2019-07-01,2019-08-01
2718,RG Sharma,3,3,1,1,0,0.0,1,,0.333,,India,2019-07-01,2019-08-01
2719,JJ Bumrah,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-07-01,2019-08-01
2720,YS Chahal,2,2,0,0,0,0.0,0,0.0,0.0,,India,2019-07-01,2019-08-01
2721,Kuldeep Yadav,1,1,0,0,0,0.0,0,0.0,0.0,,India,2019-07-01,2019-08-01
2722,B Kumar,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-07-01,2019-08-01
2723,RR Pant,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-07-01,2019-08-01
2724,KL Rahul,3,3,0,0,0,0.0,0,0.0,0.0,,India,2019-07-01,2019-08-01
2725,Sarfaraz Ahmed,1,1,2,1,1,1.0,0,,2.0,,Pakistan,2019-07-01,2019-08-01
2726,Babar Azam,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-07-01,2019-08-01
2727,Fakhar Zaman,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-07-01,2019-08-01
2728,Haris Sohail,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-07-01,2019-08-01
2729,Mohammad Amir,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2019-07-01,2019-08-01
2730,Imad Wasim,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-07-01,2019-08-01
2731,Imam-ul-Haq,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2019-07-01,2019-08-01
